"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia TAHUAMANU",,,,,,,,
"Viviendas particulares (001)",2662,600,753,69,46,1191,2,1
"Ocupantes presentes (002)",9086,2135,2466,228,145,4109,2,1
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",1898,466,524,60,34,811,2,1
"Ocupantes presentes (005)",7194,1860,1905,214,119,3093,2,1
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",26,,22,2,,2,,
"Ocupantes presentes (011)",63,,52,4,,7,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",328,36,202,7,12,71,,
"Ocupantes presentes (014)",829,100,499,10,26,194,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",390,88,,,,302,,
"Ocupantes presentes (017)",946,142,,,,804,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",12,8,1,,,3,,
"Ocupantes presentes (020)",36,26,1,,,9,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,1,4,,,2,,
"Ocupantes presentes (023)",14,3,9,,,2,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1818,444,743,69,37,522,2,1
"Ocupantes presentes (029)",6423,1736,2430,228,105,1921,2,1
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1444,398,514,60,25,444,2,1
"Ocupantes presentes (032)",5477,1603,1869,214,79,1709,2,1
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",26,,22,2,,2,,
"Ocupantes presentes (038)",63,,52,4,,7,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",328,36,202,7,12,71,,
"Ocupantes presentes (041)",829,100,499,10,26,194,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",12,8,1,,,3,,
"Ocupantes presentes (047)",36,26,1,,,9,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",7,1,4,,,2,,
"Ocupantes presentes (050)",14,3,9,,,2,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",844,156,10,,9,669,,
"Ocupantes presentes (056)",2663,399,36,,40,2188,,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",454,68,10,,9,367,,
"Ocupantes presentes (059)",1717,257,36,,40,1384,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",390,88,,,,302,,
"Ocupantes presentes (071)",946,142,,,,804,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
