"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia URUBAMBA",,,,,,,
"Viviendas particulares (001)",13169,3733,1073,1040,2017,162,5144
"Ocupantes presentes (002)",53426,15541,3768,4477,9011,669,19960
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12663,3446,896,1028,2016,160,5117
"Ocupantes presentes (005)",51901,14591,3308,4444,9010,663,19885
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",89,68,21,,,,
"Ocupantes presentes (008)",251,205,46,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",63,45,18,,,,
"Ocupantes presentes (011)",236,177,59,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",308,168,136,,,,4
"Ocupantes presentes (014)",910,542,350,,,,18
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",14,,,8,,1,5
"Ocupantes presentes (017)",43,,,24,,5,14
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,2,1,,1,1,3
"Ocupantes presentes (020)",23,11,4,,1,1,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,4,1,1,,,2
"Ocupantes presentes (023)",20,15,1,1,,,3
"Otro tipo",,,,,,,
"Viviendas particulares (025)",16,,,3,,,13
"Ocupantes presentes (026)",42,,,8,,,34
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6101,3352,952,397,343,71,986
"Ocupantes presentes (029)",24553,14009,3295,1719,1499,293,3738
"Casa independiente",,,,,,,
"Viviendas particulares (031)",5615,3065,775,393,342,70,970
"Ocupantes presentes (032)",23084,13059,2835,1710,1498,292,3690
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",89,68,21,,,,
"Ocupantes presentes (035)",251,205,46,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",63,45,18,,,,
"Ocupantes presentes (038)",236,177,59,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",308,168,136,,,,4
"Ocupantes presentes (041)",910,542,350,,,,18
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,2,1,,1,1,3
"Ocupantes presentes (047)",23,11,4,,1,1,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,4,1,1,,,1
"Ocupantes presentes (050)",19,15,1,1,,,2
"Otro tipo",,,,,,,
"Viviendas particulares (052)",11,,,3,,,8
"Ocupantes presentes (053)",30,,,8,,,22
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",7068,381,121,643,1674,91,4158
"Ocupantes presentes (056)",28873,1532,473,2758,7512,376,16222
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7048,381,121,635,1674,90,4147
"Ocupantes presentes (059)",28817,1532,473,2734,7512,371,16195
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",14,,,8,,1,5
"Ocupantes presentes (071)",43,,,24,,5,14
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,,1
"Ocupantes presentes (077)",1,,,,,,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,,,,,,5
"Ocupantes presentes (080)",12,,,,,,12
