"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia SAN IGNACIO (000)",68652,63802,4850
"Hombres (001)",37198,34808,2390
"Mujeres (002)",31454,28994,2460
"De 18 a 29 años (003)",25333,23221,2112
"Hombres (004)",13591,12261,1330
"Mujeres (005)",11742,10960,782
"De 30 a 44 años (006)",22352,21651,701
"Hombres (007)",12022,11678,344
"Mujeres (008)",10330,9973,357
"De 45 a 64 años (009)",15433,14500,933
"Hombres (010)",8478,8130,348
"Mujeres (011)",6955,6370,585
"De 65 y más años (012)",5534,4430,1104
"Hombres (013)",3107,2739,368
"Mujeres (014)",2427,1691,736
,,,
"URBANA (015)",11933,11495,438
"Hombres (016)",6202,5989,213
"Mujeres (017)",5731,5506,225
"De 18 a 29 años (018)",4294,4085,209
"Hombres (019)",2183,2053,130
"Mujeres (020)",2111,2032,79
"De 30 a 44 años (021)",4028,3962,66
"Hombres (022)",2049,2019,30
"Mujeres (023)",1979,1943,36
"De 45 a 64 años (024)",2697,2634,63
"Hombres (025)",1479,1454,25
"Mujeres (026)",1218,1180,38
"De 65 y más años (027)",914,814,100
"Hombres (028)",491,463,28
"Mujeres (029)",423,351,72
,,,
"RURAL (030)",56719,52307,4412
"Hombres (031)",30996,28819,2177
"Mujeres (032)",25723,23488,2235
"De 18 a 29 años (033)",21039,19136,1903
"Hombres (034)",11408,10208,1200
"Mujeres (035)",9631,8928,703
"De 30 a 44 años (036)",18324,17689,635
"Hombres (037)",9973,9659,314
"Mujeres (038)",8351,8030,321
"De 45 a 64 años (039)",12736,11866,870
"Hombres (040)",6999,6676,323
"Mujeres (041)",5737,5190,547
"De 65 y más años (042)",4620,3616,1004
"Hombres (043)",2616,2276,340
"Mujeres (044)",2004,1340,664
