"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia HUAMALIES (000)",36457,20251,137,298,14330,306,39,52,70,974
"Hombres (001)",13297,10446,100,158,1802,159,29,35,69,499
"Mujeres (002)",23160,9805,37,140,12528,147,10,17,1,475
"De 06 a 14 años (003)",16682,16051,,,241,125,1,8,,256
"Hombres (004)",8493,8205,,,96,67,1,5,,119
"Mujeres (005)",8189,7846,,,145,58,,3,,137
"De 15 a 29 años (006)",9134,4108,3,71,4576,,22,14,70,270
"Hombres (007)",3055,2215,1,39,580,,14,9,69,128
"Mujeres (008)",6079,1893,2,32,3996,,8,5,1,142
"De 30 a 44 años (009)",4630,66,6,80,4334,,7,9,,128
"Hombres (010)",558,23,3,34,405,,6,8,,79
"Mujeres (011)",4072,43,3,46,3929,,1,1,,49
"De 45 a 64 años (012)",3610,22,45,74,3321,10,8,7,,123
"Hombres (013)",544,3,33,36,386,4,7,5,,70
"Mujeres (014)",3066,19,12,38,2935,6,1,2,,53
"De 65 y más años (015)",2401,4,83,73,1858,171,1,14,,197
"Hombres (016)",647,,63,49,335,88,1,8,,103
"Mujeres (017)",1754,4,20,24,1523,83,,6,,94
,,,,,,,,,,
"AREA URBANA (018)",10523,6086,86,143,3881,57,1,7,70,192
"Hombres (019)",4032,3104,59,73,591,31,1,4,69,100
"Mujeres (020)",6491,2982,27,70,3290,26,,3,1,92
"De 06 a 14 años (021)",4687,4555,,,62,24,,1,,45
"Hombres (022)",2386,2325,,,30,12,,1,,18
"Mujeres (023)",2301,2230,,,32,12,,,,27
"De 15 a 29 años (024)",2803,1500,1,36,1118,,1,4,70,73
"Hombres (025)",1069,768,,20,180,,1,2,69,29
"Mujeres (026)",1734,732,1,16,938,,,2,1,44
"De 30 a 44 años (027)",1265,22,6,37,1182,,,,,18
"Hombres (028)",188,9,3,16,144,,,,,16
"Mujeres (029)",1077,13,3,21,1038,,,,,2
"De 45 a 64 años (030)",993,8,27,34,907,1,,,,16
"Hombres (031)",160,2,18,16,109,1,,,,14
"Mujeres (032)",833,6,9,18,798,,,,,2
"De 65 y más años (033)",775,1,52,36,612,32,,2,,40
"Hombres (034)",229,,38,21,128,18,,1,,23
"Mujeres (035)",546,1,14,15,484,14,,1,,17
,,,,,,,,,,
"AREA RURAL (036)",25934,14165,51,155,10449,249,38,45,,782
"Hombres (037)",9265,7342,41,85,1211,128,28,31,,399
"Mujeres (038)",16669,6823,10,70,9238,121,10,14,,383
"De 06 a 14 años (039)",11995,11496,,,179,101,1,7,,211
"Hombres (040)",6107,5880,,,66,55,1,4,,101
"Mujeres (041)",5888,5616,,,113,46,,3,,110
"De 15 a 29 años (042)",6331,2608,2,35,3458,,21,10,,197
"Hombres (043)",1986,1447,1,19,400,,13,7,,99
"Mujeres (044)",4345,1161,1,16,3058,,8,3,,98
"De 30 a 44 años (045)",3365,44,,43,3152,,7,9,,110
"Hombres (046)",370,14,,18,261,,6,8,,63
"Mujeres (047)",2995,30,,25,2891,,1,1,,47
"De 45 a 64 años (048)",2617,14,18,40,2414,9,8,7,,107
"Hombres (049)",384,1,15,20,277,3,7,5,,56
"Mujeres (050)",2233,13,3,20,2137,6,1,2,,51
"De 65 y más años (051)",1626,3,31,37,1246,139,1,12,,157
"Hombres (052)",418,,25,28,207,70,1,7,,80
"Mujeres (053)",1208,3,6,9,1039,69,,5,,77
