"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SANTA CRUZ (000)",43856,715,14476,9858,7981,6699,4127
"Hombres (001)",22012,361,7430,5137,3855,3190,2039
"Mujeres (002)",21844,354,7046,4721,4126,3509,2088
"Viviendas particulares (003)",43553,713,14452,9771,7869,6631,4117
"Hombres (004)",21797,360,7423,5082,3764,3134,2034
"Mujeres (005)",21756,353,7029,4689,4105,3497,2083
"Viviendas colectivas (006)",169,2,7,46,61,48,5
"Hombres (007)",132,1,2,30,56,41,2
"Mujeres (008)",37,1,5,16,5,7,3
"Otro tipo (009)",134,,17,41,51,20,5
"Hombres (010)",83,,5,25,35,15,3
"Mujeres (011)",51,,12,16,16,5,2
,,,,,,,
"URBANA (012)",9192,147,2732,2097,2031,1430,755
"Hombres (013)",4565,75,1387,1009,993,731,370
"Mujeres (014)",4627,72,1345,1088,1038,699,385
"Viviendas particulares (015)",8890,145,2708,2010,1919,1363,745
"Hombres (016)",4351,74,1380,954,902,676,365
"Mujeres (017)",4539,71,1328,1056,1017,687,380
"Viviendas colectivas (018)",168,2,7,46,61,47,5
"Hombres (019)",131,1,2,30,56,40,2
"Mujeres (020)",37,1,5,16,5,7,3
"Otro tipo (021)",134,,17,41,51,20,5
"Hombres (022)",83,,5,25,35,15,3
"Mujeres (023)",51,,12,16,16,5,2
,,,,,,,
"RURAL (024)",34664,568,11744,7761,5950,5269,3372
"Hombres (025)",17447,286,6043,4128,2862,2459,1669
"Mujeres (026)",17217,282,5701,3633,3088,2810,1703
"Viviendas particulares (027)",34663,568,11744,7761,5950,5268,3372
"Hombres (028)",17446,286,6043,4128,2862,2458,1669
"Mujeres (029)",17217,282,5701,3633,3088,2810,1703
"Viviendas colectivas (030)",1,,,,,1,
"Hombres (031)",1,,,,,1,
