"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SAN PABLO (000)",10565,8678,1887
"De 3 a 5 años (001)",1542,110,1432
"De 6 a 11 años (002)",2991,2753,238
"De 12 a 16 años (003)",2844,2799,45
"De 17 a 24 años (004)",3188,3016,172
"Hombres (005)",5277,4374,903
"De 3 a 5 años (006)",780,52,728
"De 6 a 11 años (007)",1487,1376,111
"De 12 a 16 años (008)",1430,1415,15
"De 17 a 24 años (009)",1580,1531,49
"Mujeres (010)",5288,4304,984
"De 3 a 5 años (011)",762,58,704
"De 6 a 11 años (012)",1504,1377,127
"De 12 a 16 años (013)",1414,1384,30
"De 17 a 24 años (014)",1608,1485,123
,,,
"URBANA (015)",1461,1226,235
"De 3 a 5 años (016)",218,21,197
"De 6 a 11 años (017)",379,358,21
"De 12 a 16 años (018)",420,415,5
"De 17 a 24 años (019)",444,432,12
"Hombres (020)",729,619,110
"De 3 a 5 años (021)",100,9,91
"De 6 a 11 años (022)",195,185,10
"De 12 a 16 años (023)",212,210,2
"De 17 a 24 años (024)",222,215,7
"Mujeres (025)",732,607,125
"De 3 a 5 años (026)",118,12,106
"De 6 a 11 años (027)",184,173,11
"De 12 a 16 años (028)",208,205,3
"De 17 a 24 años (029)",222,217,5
,,,
"RURAL (030)",9104,7452,1652
"De 3 a 5 años (031)",1324,89,1235
"De 6 a 11 años (032)",2612,2395,217
"De 12 a 16 años (033)",2424,2384,40
"De 17 a 24 años (034)",2744,2584,160
"Hombres (035)",4548,3755,793
"De 3 a 5 años (036)",680,43,637
"De 6 a 11 años (037)",1292,1191,101
"De 12 a 16 años (038)",1218,1205,13
"De 17 a 24 años (039)",1358,1316,42
"Mujeres (040)",4556,3697,859
"De 3 a 5 años (041)",644,46,598
"De 6 a 11 años (042)",1320,1204,116
"De 12 a 16 años (043)",1206,1179,27
"De 17 a 24 años (044)",1386,1268,118
