"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PARINACOCHAS (000)",28196,14499,3599,449,9664
"Quechua (001)",15491,8766,883,138,5712
"Aymara (002)",68,12,6,4,46
"Otra lengua nativa (004)",30,19,9,,2
"Castellano (005)",12576,5685,2700,305,3893
"Idioma Extranjero (006)",2,,,2,
"Es Sordomudo/a (007)",29,17,1,,11
"Hombres (009)",14203,6724,1893,311,5285
"Quechua (010)",7556,3944,486,96,3036
"Aymara (011)",35,6,5,3,21
"Otra lengua nativa (013)",15,8,5,,2
"Castellano (014)",6577,2756,1396,212,2217
"Es Sordomudo/a (016)",20,10,1,,9
"Mujeres (018)",13993,7775,1706,138,4379
"Quechua (019)",7935,4822,397,42,2676
"Aymara (020)",33,6,1,1,25
"Otra lengua nativa (022)",15,11,4,,
"Castellano (023)",5999,2929,1304,93,1676
"Idioma Extranjero (024)",2,,,2,
"Es Sordomudo/a (025)",9,7,,,2
,,,,,
"URBANA (027)",16307,7229,3064,319,5708
"Quechua (028)",6445,3165,704,90,2493
"Aymara (029)",48,3,3,3,39
"Otra lengua nativa (031)",28,18,9,,1
"Castellano (032)",9775,4034,2347,226,3174
"Es Sordomudo/a (034)",11,9,1,,1
"Hombres (036)",8093,3272,1521,208,3101
"Quechua (037)",3076,1342,366,58,1316
"Aymara (038)",24,1,2,2,19
"Otra lengua nativa (040)",13,7,5,,1
"Castellano (041)",4974,1918,1147,148,1764
"Es Sordomudo/a (043)",6,4,1,,1
"Mujeres (045)",8214,3957,1543,111,2607
"Quechua (046)",3369,1823,338,32,1177
"Aymara (047)",24,2,1,1,20
"Otra lengua nativa (049)",15,11,4,,
"Castellano (050)",4801,2116,1200,78,1410
"Es Sordomudo/a (052)",5,5,,,
,,,,,
"RURAL (054)",11889,7270,535,130,3956
"Quechua (055)",9046,5601,179,48,3219
"Aymara (056)",20,9,3,1,7
"Otra lengua nativa (058)",2,1,,,1
"Castellano (059)",2801,1651,353,79,719
"Idioma Extranjero (060)",2,,,2,
"Es Sordomudo/a (061)",18,8,,,10
"Hombres (063)",6110,3452,372,103,2184
"Quechua (064)",4480,2602,120,38,1720
"Aymara (065)",11,5,3,1,2
"Otra lengua nativa (067)",2,1,,,1
"Castellano (068)",1603,838,249,64,453
"Es Sordomudo/a (070)",14,6,,,8
"Mujeres (072)",5779,3818,163,27,1772
"Quechua (073)",4566,2999,59,10,1499
"Aymara (074)",9,4,,,5
"Castellano (077)",1198,813,104,15,266
"Idioma Extranjero (078)",2,,,2,
"Es Sordomudo/a (079)",4,2,,,2
