"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AZANGARO (000)",39030,4861,17,16542,12431,1020,2206,505,1448
"Empleado (001)",3800,24,,163,600,293,1411,228,1081
"Obrero (002)",3807,211,,1341,1857,140,150,58,50
"Trabajador independiente (003)",19102,2409,7,9027,6295,432,525,165,242
"Empleador o patrono (004)",205,12,,77,94,7,6,4,5
"Trabajador familiar no remunerado (005)",11709,2162,10,5779,3403,135,108,46,66
"Trabajador del hogar (006)",407,43,,155,182,13,6,4,4
"Hombres (008)",23145,1379,8,9179,8807,759,1555,387,1071
"Empleado (009)",2657,7,,90,417,208,992,170,773
"Obrero (010)",3076,66,,983,1652,134,140,53,48
"Trabajador independiente (011)",12772,908,4,6176,4694,319,348,127,196
"Empleador o patrono (012)",139,4,,47,71,5,4,3,5
"Trabajador familiar no remunerado (013)",4473,393,4,1873,1959,92,71,33,48
"Trabajador del hogar (014)",28,1,,10,14,1,,1,1
"Mujeres (016)",15885,3482,9,7363,3624,261,651,118,377
"Empleado (017)",1143,17,,73,183,85,419,58,308
"Obrero (018)",731,145,,358,205,6,10,5,2
"Trabajador independiente (019)",6330,1501,3,2851,1601,113,177,38,46
"Empleador o patrono (020)",66,8,,30,23,2,2,1,
"Trabajador familiar no remunerado (021)",7236,1769,6,3906,1444,43,37,13,18
"Trabajador del hogar (022)",379,42,,145,168,12,6,3,3
,,,,,,,,,
"URBANA (024)",9738,472,3,2340,3290,598,1614,342,1079
"Empleado (025)",2813,18,,84,338,214,1099,186,874
"Obrero (026)",1395,42,,364,704,97,108,42,38
"Trabajador independiente (027)",4265,293,2,1443,1723,224,352,89,139
"Empleador o patrono (028)",60,1,,14,29,6,5,2,3
"Trabajador familiar no remunerado (029)",1014,101,1,369,409,47,45,20,22
"Trabajador del hogar (030)",191,17,,66,87,10,5,3,3
"Hombres (032)",5909,132,3,1206,2105,404,1055,250,754
"Empleado (033)",1860,5,,42,221,141,719,135,597
"Obrero (034)",1244,17,,306,650,93,102,38,38
"Trabajador independiente (035)",2317,89,2,711,1006,140,204,62,103
"Empleador o patrono (036)",42,,,7,24,4,3,1,3
"Trabajador familiar no remunerado (037)",432,21,1,138,195,25,27,13,12
"Trabajador del hogar (038)",14,,,2,9,1,,1,1
"Mujeres (040)",3829,340,,1134,1185,194,559,92,325
"Empleado (041)",953,13,,42,117,73,380,51,277
"Obrero (042)",151,25,,58,54,4,6,4,
"Trabajador independiente (043)",1948,204,,732,717,84,148,27,36
"Empleador o patrono (044)",18,1,,7,5,2,2,1,
"Trabajador familiar no remunerado (045)",582,80,,231,214,22,18,7,10
"Trabajador del hogar (046)",177,17,,64,78,9,5,2,2
,,,,,,,,,
"RURAL (048)",29292,4389,14,14202,9141,422,592,163,369
"Empleado (049)",987,6,,79,262,79,312,42,207
"Obrero (050)",2412,169,,977,1153,43,42,16,12
"Trabajador independiente (051)",14837,2116,5,7584,4572,208,173,76,103
"Empleador o patrono (052)",145,11,,63,65,1,1,2,2
"Trabajador familiar no remunerado (053)",10695,2061,9,5410,2994,88,63,26,44
"Trabajador del hogar (054)",216,26,,89,95,3,1,1,1
"Hombres (056)",17236,1247,5,7973,6702,355,500,137,317
"Empleado (057)",797,2,,48,196,67,273,35,176
"Obrero (058)",1832,49,,677,1002,41,38,15,10
"Trabajador independiente (059)",10455,819,2,5465,3688,179,144,65,93
"Empleador o patrono (060)",97,4,,40,47,1,1,2,2
"Trabajador familiar no remunerado (061)",4041,372,3,1735,1764,67,44,20,36
"Trabajador del hogar (062)",14,1,,8,5,,,,
"Mujeres (064)",12056,3142,9,6229,2439,67,92,26,52
"Empleado (065)",190,4,,31,66,12,39,7,31
"Obrero (066)",580,120,,300,151,2,4,1,2
"Trabajador independiente (067)",4382,1297,3,2119,884,29,29,11,10
"Empleador o patrono (068)",48,7,,23,18,,,,
"Trabajador familiar no remunerado (069)",6654,1689,6,3675,1230,21,19,6,8
"Trabajador del hogar (070)",202,25,,81,90,3,1,1,1
