"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUARAZ (000)",147463,14882,23601,6986,102494
"Menos de 1 año (001)",2600,862,391,99,1258
"De 1 a 14 años (002)",41194,10456,6602,1675,22548
"De 15 a 29 años (003)",40829,1859,3536,1633,33881
"De 30 a 44 años (004)",29999,832,6109,2100,21163
"De 45 a 64 años (005)",22215,549,5265,1175,15334
"De 65 y mas años (006)",10626,324,1698,304,8310
"Hombres (008)",72215,7314,11593,4023,49616
"Menos de 1 año (009)",1338,441,199,53,650
"De 1 a 14 años (010)",20939,5305,3355,838,11482
"De 15 a 29 años (011)",19976,828,1625,960,16612
"De 30 a 44 años (012)",14494,320,2918,1263,10139
"De 45 a 64 años (013)",10642,257,2573,745,7149
"De 65 y mas años (014)",4826,163,923,164,3584
"Mujeres (016)",75248,7568,12008,2963,52878
"Menos de 1 año (017)",1262,421,192,46,608
"De 1 a 14 años (018)",20255,5151,3247,837,11066
"De 15 a 29 años (019)",20853,1031,1911,673,17269
"De 30 a 44 años (020)",15505,512,3191,837,11024
"De 45 a 64 años (021)",11573,292,2692,430,8185
"De 65 y mas años (022)",5800,161,775,140,4726
,,,,,
"URBANA (024)",109376,7052,22390,6545,73819
"Menos de 1 año (025)",1913,451,364,95,1013
"De 1 a 14 años (026)",28789,4411,6274,1567,16622
"De 15 a 29 años (027)",31624,1057,3287,1524,25819
"De 30 a 44 años (028)",23517,570,5777,1979,15364
"De 45 a 64 años (029)",16609,379,5087,1102,10130
"De 65 y mas años (030)",6924,184,1601,278,4871
"Hombres (032)",53383,3452,10884,3719,35592
"Menos de 1 año (033)",979,223,187,51,523
"De 1 a 14 años (034)",14674,2247,3183,783,8502
"De 15 a 29 años (035)",15307,463,1475,884,12518
"De 30 a 44 años (036)",11305,240,2711,1164,7304
"De 45 a 64 años (037)",7969,182,2466,687,4697
"De 65 y mas años (038)",3149,97,862,150,2048
"Mujeres (040)",55993,3600,11506,2826,38227
"Menos de 1 año (041)",934,228,177,44,490
"De 1 a 14 años (042)",14115,2164,3091,784,8120
"De 15 a 29 años (043)",16317,594,1812,640,13301
"De 30 a 44 años (044)",12212,330,3066,815,8060
"De 45 a 64 años (045)",8640,197,2621,415,5433
"De 65 y mas años (046)",3775,87,739,128,2823
,,,,,
"RURAL (048)",38087,7830,1211,441,28675
"Menos de 1 año (049)",687,411,27,4,245
"De 1 a 14 años (050)",12405,6045,328,108,5926
"De 15 a 29 años (051)",9205,802,249,109,8062
"De 30 a 44 años (052)",6482,262,332,121,5799
"De 45 a 64 años (053)",5606,170,178,73,5204
"De 65 y mas años (054)",3702,140,97,26,3439
"Hombres (056)",18832,3862,709,304,14024
"Menos de 1 año (057)",359,218,12,2,127
"De 1 a 14 años (058)",6265,3058,172,55,2980
"De 15 a 29 años (059)",4669,365,150,76,4094
"De 30 a 44 años (060)",3189,80,207,99,2835
"De 45 a 64 años (061)",2673,75,107,58,2452
"De 65 y mas años (062)",1677,66,61,14,1536
"Mujeres (064)",19255,3968,502,137,14651
"Menos de 1 año (065)",328,193,15,2,118
"De 1 a 14 años (066)",6140,2987,156,53,2946
"De 15 a 29 años (067)",4536,437,99,33,3968
"De 30 a 44 años (068)",3293,182,125,22,2964
"De 45 a 64 años (069)",2933,95,71,15,2752
"De 65 y mas años (070)",2025,74,36,12,1903
