"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHUMBIVILCAS (000)",441,12,235,130,46,18
"Conviviente (001)",156,1,81,57,16,1
"Separado(a) (002)",11,,6,2,3,
"Casado(a) (003)",102,,16,52,22,12
"Viudo(a) (004)",8,,1,,4,3
"Divorciado(a) (005)",2,,,1,,1
"Soltero(a) (006)",162,11,131,18,1,1
"Hombres (008)",313,7,155,104,34,13
"Conviviente (009)",114,1,51,50,12,
"Separado(a) (010)",5,,3,,2,
"Casado(a) (011)",82,,13,40,17,12
"Viudo(a) (012)",3,,,,2,1
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",108,6,88,13,1,
"Mujeres (016)",128,5,80,26,12,5
"Conviviente (017)",42,,30,7,4,1
"Separado(a) (018)",6,,3,2,1,
"Casado(a) (019)",20,,3,12,5,
"Viudo(a) (020)",5,,1,,2,2
"Divorciado(a) (021)",1,,,,,1
"Soltero(a) (022)",54,5,43,5,,1
,,,,,,
"AREA URBANA (024)",256,5,135,84,22,10
"Conviviente (025)",96,1,51,37,6,1
"Separado(a) (026)",6,,4,,2,
"Casado(a) (027)",60,,11,33,10,6
"Viudo(a) (028)",5,,,,4,1
"Divorciado(a) (029)",2,,,1,,1
"Soltero(a) (030)",87,4,69,13,,1
"Hombres (032)",178,5,86,69,12,6
"Conviviente (033)",68,1,31,33,3,
"Separado(a) (034)",3,,2,,1,
"Casado(a) (035)",47,,8,27,6,6
"Viudo(a) (036)",2,,,,2,
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",57,4,45,8,,
"Mujeres (040)",78,,49,15,10,4
"Conviviente (041)",28,,20,4,3,1
"Separado(a) (042)",3,,2,,1,
"Casado(a) (043)",13,,3,6,4,
"Viudo(a) (044)",3,,,,2,1
"Divorciado(a) (045)",1,,,,,1
"Soltero(a) (046)",30,,24,5,,1
,,,,,,
"AREA RURAL (048)",185,7,100,46,24,8
"Conviviente (049)",60,,30,20,10,
"Separado(a) (050)",5,,2,2,1,
"Casado(a) (051)",42,,5,19,12,6
"Viudo(a) (052)",3,,1,,,2
"Soltero(a) (054)",75,7,62,5,1,
"Hombres (056)",135,2,69,35,22,7
"Conviviente (057)",46,,20,17,9,
"Separado(a) (058)",2,,1,,1,
"Casado(a) (059)",35,,5,13,11,6
"Viudo(a) (060)",1,,,,,1
"Soltero(a) (062)",51,2,43,5,1,
"Mujeres (064)",50,5,31,11,2,1
"Conviviente (065)",14,,10,3,1,
"Separado(a) (066)",3,,1,2,,
"Casado(a) (067)",7,,,6,1,
"Viudo(a) (068)",2,,1,,,1
"Soltero(a) (070)",24,5,19,,,
