"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAYLLOMA (000)",72062,1393,22121,19087,14453,10302,4706
"Jefe o Jefa (001)",21742,,83,4443,7761,6515,2940
"Esposa(o) / compañera(o) (002)",12110,,39,3529,4630,2951,961
"Hijo(a) / hijastro(a) (003)",29005,1103,18734,7976,1029,158,5
"Yerno / nuera (004)",567,,13,374,155,25,
"Nieto(a) (005)",2086,202,1598,268,18,,
"Padres / suegros (006)",808,,,,21,217,570
"Otro(a) pariente (007)",4109,83,1417,1641,519,275,174
"Trabajador(a) del hogar (008)",70,,11,47,5,3,4
"Pensionistas (009)",40,,1,22,9,7,1
"Otro(a) no pariente (010)",1525,5,225,787,306,151,51
"Hombres (011)",36595,711,11470,9425,7213,5427,2349
"Jefe o Jefa (012)",15851,,48,3221,5793,4788,2001
"Esposa(o) / compañera(o) (013)",758,,33,240,246,186,53
"Hijo(a) / hijastro(a) (014)",15200,565,9667,4282,597,88,1
"Yerno / nuera (015)",244,,6,144,76,18,
"Nieto(a) (016)",1107,106,847,145,9,,
"Padres / suegros (017)",290,,,,11,79,200
"Otro(a) pariente (018)",2202,39,740,910,287,165,61
"Trabajador(a) del hogar (019)",20,,3,12,2,1,2
"Pensionistas (020)",24,,1,11,5,6,1
"Otro(a) no pariente (021)",899,1,125,460,187,96,30
"Mujeres (022)",35467,682,10651,9662,7240,4875,2357
"Jefe o Jefa (023)",5891,,35,1222,1968,1727,939
"Esposa(o) / compañera(o) (024)",11352,,6,3289,4384,2765,908
"Hijo(a) / hijastro(a) (025)",13805,538,9067,3694,432,70,4
"Yerno / nuera (026)",323,,7,230,79,7,
"Nieto(a) (027)",979,96,751,123,9,,
"Padres / suegros (028)",518,,,,10,138,370
"Otro(a) pariente (029)",1907,44,677,731,232,110,113
"Trabajador(a) del hogar (030)",50,,8,35,3,2,2
"Pensionistas (031)",16,,,11,4,1,
"Otro(a) no pariente (032)",626,4,100,327,119,55,21
,,,,,,,
"URBANA (033)",48162,923,15234,13138,9910,6253,2704
"Jefe o Jefa (034)",14306,,65,3049,5509,4041,1642
"Esposa(o) / compañera(o) (035)",7781,,29,2308,3195,1715,534
"Hijo(a) / hijastro(a) (036)",19863,744,13044,5494,501,75,5
"Yerno / nuera (037)",358,,8,259,79,12,
"Nieto(a) (038)",1228,131,938,150,9,,
"Padres / suegros (039)",552,,,,15,158,379
"Otro(a) pariente (040)",2854,44,988,1204,359,149,110
"Trabajador(a) del hogar (041)",38,,7,26,1,3,1
"Pensionistas (042)",39,,1,22,9,6,1
"Otro(a) no pariente (043)",1143,4,154,626,233,94,32
"Hombres (044)",23972,478,7823,6330,4807,3247,1287
"Jefe o Jefa (045)",9939,,33,2051,3930,2860,1065
"Esposa(o) / compañera(o) (046)",599,,27,201,199,134,38
"Hijo(a) / hijastro(a) (047)",10290,387,6682,2903,279,38,1
"Yerno / nuera (048)",167,,3,106,49,9,
"Nieto(a) (049)",633,69,477,81,6,,
"Padres / suegros (050)",198,,,,9,60,129
"Otro(a) pariente (051)",1493,21,515,641,196,83,37
"Trabajador(a) del hogar (052)",7,,,6,,1,
"Pensionistas (053)",24,,1,11,5,6,1
"Otro(a) no pariente (054)",622,1,85,330,134,56,16
"Mujeres (055)",24190,445,7411,6808,5103,3006,1417
"Jefe o Jefa (056)",4367,,32,998,1579,1181,577
"Esposa(o) / compañera(o) (057)",7182,,2,2107,2996,1581,496
"Hijo(a) / hijastro(a) (058)",9573,357,6362,2591,222,37,4
"Yerno / nuera (059)",191,,5,153,30,3,
"Nieto(a) (060)",595,62,461,69,3,,
"Padres / suegros (061)",354,,,,6,98,250
"Otro(a) pariente (062)",1361,23,473,563,163,66,73
"Trabajador(a) del hogar (063)",31,,7,20,1,2,1
"Pensionistas (064)",15,,,11,4,,
"Otro(a) no pariente (065)",521,3,69,296,99,38,16
,,,,,,,
"RURAL (066)",23900,470,6887,5949,4543,4049,2002
"Jefe o Jefa (067)",7436,,18,1394,2252,2474,1298
"Esposa(o) / compañera(o) (068)",4329,,10,1221,1435,1236,427
"Hijo(a) / hijastro(a) (069)",9142,359,5690,2482,528,83,
"Yerno / nuera (070)",209,,5,115,76,13,
"Nieto(a) (071)",858,71,660,118,9,,
"Padres / suegros (072)",256,,,,6,59,191
"Otro(a) pariente (073)",1255,39,429,437,160,126,64
"Trabajador(a) del hogar (074)",32,,4,21,4,,3
"Pensionistas (075)",1,,,,,1,
"Otro(a) no pariente (076)",382,1,71,161,73,57,19
"Hombres (077)",12623,233,3647,3095,2406,2180,1062
"Jefe o Jefa (078)",5912,,15,1170,1863,1928,936
"Esposa(o) / compañera(o) (079)",159,,6,39,47,52,15
"Hijo(a) / hijastro(a) (080)",4910,178,2985,1379,318,50,
"Yerno / nuera (081)",77,,3,38,27,9,
"Nieto(a) (082)",474,37,370,64,3,,
"Padres / suegros (083)",92,,,,2,19,71
"Otro(a) pariente (084)",709,18,225,269,91,82,24
"Trabajador(a) del hogar (085)",13,,3,6,2,,2
"Otro(a) no pariente (087)",277,,40,130,53,40,14
"Mujeres (088)",11277,237,3240,2854,2137,1869,940
"Jefe o Jefa (089)",1524,,3,224,389,546,362
"Esposa(o) / compañera(o) (090)",4170,,4,1182,1388,1184,412
"Hijo(a) / hijastro(a) (091)",4232,181,2705,1103,210,33,
"Yerno / nuera (092)",132,,2,77,49,4,
"Nieto(a) (093)",384,34,290,54,6,,
"Padres / suegros (094)",164,,,,4,40,120
"Otro(a) pariente (095)",546,21,204,168,69,44,40
"Trabajador(a) del hogar (096)",19,,1,15,2,,1
"Pensionistas (097)",1,,,,,1,
"Otro(a) no pariente (098)",105,1,31,31,20,17,5
