"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHUCUITO (000)",4183,1604,2579
"De 14 a 29 años (001)",2310,1213,1097
"De 30 a 44 años (002)",1201,342,859
"De 45 a 64 años (003)",535,49,486
"De 65 y más años (004)",137,,137
"Hombres (005)",3055,1096,1959
"De 14 a 29 años (006)",1551,782,769
"De 30 a 44 años (007)",940,273,667
"De 45 a 64 años (008)",442,41,401
"De 65 y más años (009)",122,,122
"Mujeres (010)",1128,508,620
"De 14 a 29 años (011)",759,431,328
"De 30 a 44 años (012)",261,69,192
"De 45 a 64 años (013)",93,8,85
"De 65 y más años (014)",15,,15
,,,
"AREA URBANA (015)",1867,570,1297
"De 14 a 29 años (016)",980,431,549
"De 30 a 44 años (017)",584,123,461
"De 45 a 64 años (018)",247,16,231
"De 65 y más años (019)",56,,56
"Hombres (020)",1276,335,941
"De 14 a 29 años (021)",609,244,365
"De 30 a 44 años (022)",422,80,342
"De 45 a 64 años (023)",195,11,184
"De 65 y más años (024)",50,,50
"Mujeres (025)",591,235,356
"De 14 a 29 años (026)",371,187,184
"De 30 a 44 años (027)",162,43,119
"De 45 a 64 años (028)",52,5,47
"De 65 y más años (029)",6,,6
,,,
"AREA RURAL (030)",2316,1034,1282
"De 14 a 29 años (031)",1330,782,548
"De 30 a 44 años (032)",617,219,398
"De 45 a 64 años (033)",288,33,255
"De 65 y más años (034)",81,,81
"Hombres (035)",1779,761,1018
"De 14 a 29 años (036)",942,538,404
"De 30 a 44 años (037)",518,193,325
"De 45 a 64 años (038)",247,30,217
"De 65 y más años (039)",72,,72
"Mujeres (040)",537,273,264
"De 14 a 29 años (041)",388,244,144
"De 30 a 44 años (042)",99,26,73
"De 45 a 64 años (043)",41,3,38
"De 65 y más años (044)",9,,9
