"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHANCHAMAYO (000)",168949,166214,1882,853
"Hombres (001)",89216,87936,853,427
"Mujeres (002)",79733,78278,1029,426
"Menores de 1 año (003)",3352,2770,425,157
"Hombres (004)",1667,1366,222,79
"Mujeres (005)",1685,1404,203,78
"De 1 a 5 años (006)",18947,17427,897,623
"Hombres (007)",9743,9000,433,310
"Mujeres (008)",9204,8427,464,313
"De 6 a 14 años (009)",38437,38303,102,32
"Hombres (010)",19833,19753,61,19
"Mujeres (011)",18604,18550,41,13
"De 15 a 29 años (012)",47240,47181,47,12
"Hombres (013)",24944,24919,18,7
"Mujeres (014)",22296,22262,29,5
"De 30 a 44 años (015)",33015,32941,68,6
"Hombres (016)",17224,17200,23,1
"Mujeres (017)",15791,15741,45,5
"De 45 a 64 años (018)",21251,21117,123,11
"Hombres (019)",11943,11902,35,6
"Mujeres (020)",9308,9215,88,5
"De 65 a más años (021)",6707,6475,220,12
"Hombres (022)",3862,3796,61,5
"Mujeres (023)",2845,2679,159,7
,,,,
"URBANA (024)",96191,95033,754,404
"Hombres (025)",48935,48353,359,223
"Mujeres (026)",47256,46680,395,181
"Menores de 1 año (027)",1803,1532,195,76
"Hombres (028)",907,761,107,39
"Mujeres (029)",896,771,88,37
"De 1 a 5 años (030)",9826,9154,364,308
"Hombres (031)",5127,4766,191,170
"Mujeres (032)",4699,4388,173,138
"De 6 a 14 años (033)",22026,21974,41,11
"Hombres (034)",11276,11241,24,11
"Mujeres (035)",10750,10733,17,
"De 15 a 29 años (036)",27463,27439,20,4
"Hombres (037)",13767,13757,8,2
"Mujeres (038)",13696,13682,12,2
"De 30 a 44 años (039)",19747,19730,17,
"Hombres (040)",9643,9639,4,
"Mujeres (041)",10104,10091,13,
"De 45 a 64 años (042)",11959,11915,41,3
"Hombres (043)",6426,6418,7,1
"Mujeres (044)",5533,5497,34,2
"De 65 a más años (045)",3367,3289,76,2
"Hombres (046)",1789,1771,18,
"Mujeres (047)",1578,1518,58,2
,,,,
"RURAL (048)",72758,71181,1128,449
"Hombres (049)",40281,39583,494,204
"Mujeres (050)",32477,31598,634,245
"Menores de 1 año (051)",1549,1238,230,81
"Hombres (052)",760,605,115,40
"Mujeres (053)",789,633,115,41
"De 1 a 5 años (054)",9121,8273,533,315
"Hombres (055)",4616,4234,242,140
"Mujeres (056)",4505,4039,291,175
"De 6 a 14 años (057)",16411,16329,61,21
"Hombres (058)",8557,8512,37,8
"Mujeres (059)",7854,7817,24,13
"De 15 a 29 años (060)",19777,19742,27,8
"Hombres (061)",11177,11162,10,5
"Mujeres (062)",8600,8580,17,3
"De 30 a 44 años (063)",13268,13211,51,6
"Hombres (064)",7581,7561,19,1
"Mujeres (065)",5687,5650,32,5
"De 45 a 64 años (066)",9292,9202,82,8
"Hombres (067)",5517,5484,28,5
"Mujeres (068)",3775,3718,54,3
"De 65 a más años (069)",3340,3186,144,10
"Hombres (070)",2073,2025,43,5
"Mujeres (071)",1267,1161,101,5
