"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CAMANA",,,,,,
"Viviendas particulares (001)",14463,14002,383,67,11,
"Ocupantes presentes (002)",52061,48364,2810,739,148,
"Casa independiente",,,,,,
"Viviendas particulares (004)",12672,12233,364,64,11,
"Ocupantes presentes (005)",46744,43232,2659,705,148,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",231,226,3,2,,
"Ocupantes presentes (008)",782,729,29,24,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",129,124,5,,,
"Ocupantes presentes (011)",372,341,31,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",202,193,8,1,,
"Ocupantes presentes (014)",629,549,70,10,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1072,1070,2,,,
"Ocupantes presentes (017)",3054,3041,13,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",104,103,1,,,
"Ocupantes presentes (020)",367,359,8,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",17,17,,,,
"Ocupantes presentes (023)",40,40,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",36,36,,,,
"Ocupantes presentes (026)",73,73,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",11735,11292,366,66,11,
"Ocupantes presentes (029)",43808,40255,2675,730,148,
"Casa independiente",,,,,,
"Viviendas particulares (031)",11031,10608,349,63,11,
"Ocupantes presentes (032)",41576,38195,2537,696,148,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",231,226,3,2,,
"Ocupantes presentes (035)",782,729,29,24,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",129,124,5,,,
"Ocupantes presentes (038)",372,341,31,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",202,193,8,1,,
"Ocupantes presentes (041)",629,549,70,10,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",104,103,1,,,
"Ocupantes presentes (047)",367,359,8,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",13,13,,,,
"Ocupantes presentes (050)",31,31,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",25,25,,,,
"Ocupantes presentes (053)",51,51,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2728,2710,17,1,,
"Ocupantes presentes (056)",8253,8109,135,9,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1641,1625,15,1,,
"Ocupantes presentes (059)",5168,5037,122,9,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1072,1070,2,,,
"Ocupantes presentes (071)",3054,3041,13,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",11,11,,,,
"Ocupantes presentes (080)",22,22,,,,
