"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SUCRE (000)",5504,4531,973
"De 3 a 5 años (001)",905,114,791
"De 6 a 11 años (002)",1896,1750,146
"De 12 a 16 años (003)",1576,1566,10
"De 17 a 24 años (004)",1127,1101,26
"Hombres (005)",2804,2338,466
"De 3 a 5 años (006)",433,65,368
"De 6 a 11 años (007)",1015,930,85
"De 12 a 16 años (008)",801,798,3
"De 17 a 24 años (009)",555,545,10
"Mujeres (010)",2700,2193,507
"De 3 a 5 años (011)",472,49,423
"De 6 a 11 años (012)",881,820,61
"De 12 a 16 años (013)",775,768,7
"De 17 a 24 años (014)",572,556,16
,,,
"URBANA (015)",3393,2809,584
"De 3 a 5 años (016)",562,74,488
"De 6 a 11 años (017)",1180,1096,84
"De 12 a 16 años (018)",1004,1001,3
"De 17 a 24 años (019)",647,638,9
"Hombres (020)",1730,1447,283
"De 3 a 5 años (021)",274,46,228
"De 6 a 11 años (022)",628,578,50
"De 12 a 16 años (023)",509,508,1
"De 17 a 24 años (024)",319,315,4
"Mujeres (025)",1663,1362,301
"De 3 a 5 años (026)",288,28,260
"De 6 a 11 años (027)",552,518,34
"De 12 a 16 años (028)",495,493,2
"De 17 a 24 años (029)",328,323,5
,,,
"RURAL (030)",2111,1722,389
"De 3 a 5 años (031)",343,40,303
"De 6 a 11 años (032)",716,654,62
"De 12 a 16 años (033)",572,565,7
"De 17 a 24 años (034)",480,463,17
"Hombres (035)",1074,891,183
"De 3 a 5 años (036)",159,19,140
"De 6 a 11 años (037)",387,352,35
"De 12 a 16 años (038)",292,290,2
"De 17 a 24 años (039)",236,230,6
"Mujeres (040)",1037,831,206
"De 3 a 5 años (041)",184,21,163
"De 6 a 11 años (042)",329,302,27
"De 12 a 16 años (043)",280,275,5
"De 17 a 24 años (044)",244,233,11
