"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,
"Viviendas particulares (001)",7073,508,98,328,3277,31,2831
"Ocupantes presentes (002)",23154,1737,376,1324,11766,110,7841
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6885,493,91,323,3233,28,2717
"Ocupantes presentes (005)",22590,1670,351,1307,11623,96,7543
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",26,9,6,,,,11
"Ocupantes presentes (011)",100,49,22,,,,29
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",10,6,1,,,,3
"Ocupantes presentes (014)",27,18,3,,,,6
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",147,,,5,43,3,96
"Ocupantes presentes (017)",432,,,17,142,14,259
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,,,,,,3
"Ocupantes presentes (020)",3,,,,,,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",1,,,,,,1
"Ocupantes presentes (023)",1,,,,,,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,1,,
"Ocupantes presentes (026)",1,,,,1,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2208,497,76,58,724,8,845
"Ocupantes presentes (029)",7056,1701,298,216,2418,30,2393
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2168,482,69,58,724,8,827
"Ocupantes presentes (032)",6925,1634,273,216,2418,30,2354
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",26,9,6,,,,11
"Ocupantes presentes (038)",100,49,22,,,,29
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",10,6,1,,,,3
"Ocupantes presentes (041)",27,18,3,,,,6
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,,,,,,3
"Ocupantes presentes (047)",3,,,,,,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,,,1
"Ocupantes presentes (050)",1,,,,,,1
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4865,11,22,270,2553,23,1986
"Ocupantes presentes (056)",16098,36,78,1108,9348,80,5448
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4717,11,22,265,2509,20,1890
"Ocupantes presentes (059)",15665,36,78,1091,9205,66,5189
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",147,,,5,43,3,96
"Ocupantes presentes (071)",432,,,17,142,14,259
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",1,,,,1,,
