"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ANTABAMBA (000)",4079,2526,842,242,469
"Hombres (001)",2650,1609,545,159,337
"Mujeres (002)",1429,917,297,83,132
"De 06 a 14 años (003)",69,34,28,6,1
"Hombres (004)",43,21,17,4,1
"Mujeres (005)",26,13,11,2,
"De 15 a 29 años (006)",1016,595,222,77,122
"Hombres (007)",654,363,155,53,83
"Mujeres (008)",362,232,67,24,39
"De 30 a 44 años (009)",1346,770,276,92,208
"Hombres (010)",892,513,176,62,141
"Mujeres (011)",454,257,100,30,67
"De 45 a 64 años (012)",1127,726,220,51,130
"Hombres (013)",732,460,135,32,105
"Mujeres (014)",395,266,85,19,25
"De 65 y más años (015)",521,401,96,16,8
"Hombres (016)",329,252,62,8,7
"Mujeres (017)",192,149,34,8,1
,,,,,
"URBANA (018)",2629,1350,712,192,375
"Hombres (019)",1639,820,457,113,249
"Mujeres (020)",990,530,255,79,126
"De 06 a 14 años (021)",56,24,25,6,1
"Hombres (022)",36,16,15,4,1
"Mujeres (023)",20,8,10,2,
"De 15 a 29 años (024)",670,347,180,55,88
"Hombres (025)",425,212,127,34,52
"Mujeres (026)",245,135,53,21,36
"De 30 a 44 años (027)",892,427,229,69,167
"Hombres (028)",553,267,143,40,103
"Mujeres (029)",339,160,86,29,64
"De 45 a 64 años (030)",724,372,193,47,112
"Hombres (031)",455,221,119,28,87
"Mujeres (032)",269,151,74,19,25
"De 65 y más años (033)",287,180,85,15,7
"Hombres (034)",170,104,53,7,6
"Mujeres (035)",117,76,32,8,1
,,,,,
"RURAL (036)",1450,1176,130,50,94
"Hombres (037)",1011,789,88,46,88
"Mujeres (038)",439,387,42,4,6
"De 06 a 14 años (039)",13,10,3,,
"Hombres (040)",7,5,2,,
"Mujeres (041)",6,5,1,,
"De 15 a 29 años (042)",346,248,42,22,34
"Hombres (043)",229,151,28,19,31
"Mujeres (044)",117,97,14,3,3
"De 30 a 44 años (045)",454,343,47,23,41
"Hombres (046)",339,246,33,22,38
"Mujeres (047)",115,97,14,1,3
"De 45 a 64 años (048)",403,354,27,4,18
"Hombres (049)",277,239,16,4,18
"Mujeres (050)",126,115,11,,
"De 65 y más años (051)",234,221,11,1,1
"Hombres (052)",159,148,9,1,1
"Mujeres (053)",75,73,2,,
