"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TUMBES (000)",133459,9791,3928,42321,48741,6488,10376,4704,7110
"Quechua (001)",186,5,3,63,70,7,14,7,17
"Aymara (002)",44,6,2,12,8,4,3,4,5
"Ashaninca (003)",18,3,1,6,4,1,2,,1
"Otra lengua nativa (004)",80,1,,18,60,,,,1
"Castellano (005)",132926,9679,3912,42176,48568,6473,10347,4691,7080
"Idioma extranjero (006)",21,,1,2,6,,4,2,6
"Es sordomudo/a (007)",184,97,9,44,25,3,6,,
"Hombres (009)",68492,4785,2035,20997,26323,3134,4722,2579,3917
"Quechua (010)",117,2,1,36,45,4,10,4,15
"Aymara (011)",29,2,2,8,6,4,2,4,1
"Ashaninca (012)",8,1,,4,2,,,,1
"Otra lengua nativa (013)",80,1,,18,60,,,,1
"Castellano (014)",68143,4726,2026,20905,26192,3124,4705,2571,3894
"Idioma extranjero (015)",12,,1,1,2,,3,,5
"Es sordomudo/a (016)",103,53,5,25,16,2,2,,
"Mujeres (018)",64967,5006,1893,21324,22418,3354,5654,2125,3193
"Quechua (019)",69,3,2,27,25,3,4,3,2
"Aymara (020)",15,4,,4,2,,1,,4
"Ashaninca (021)",10,2,1,2,2,1,2,,
"Castellano (023)",64783,4953,1886,21271,22376,3349,5642,2120,3186
"Idioma extranjero (024)",9,,,1,4,,1,2,1
"Es sordomudo/a (025)",81,44,4,19,9,1,4,,
,,,,,,,,,
"URBANA (027)",122893,8818,3654,37830,45003,6151,9915,4537,6985
"Quechua (028)",180,5,3,59,69,7,13,7,17
"Aymara (029)",39,5,1,10,8,4,3,3,5
"Ashaninca (030)",18,3,1,6,4,1,2,,1
"Otra lengua nativa (031)",80,1,,18,60,,,,1
"Castellano (032)",122390,8718,3639,37693,44836,6136,9888,4525,6955
"Idioma extranjero (033)",20,,1,2,6,,3,2,6
"Es sordomudo/a (034)",166,86,9,42,20,3,6,,
"Hombres (036)",62960,4297,1880,18688,24261,2977,4521,2491,3845
"Quechua (037)",115,2,1,35,45,4,9,4,15
"Aymara (038)",25,1,1,7,6,4,2,3,1
"Ashaninca (039)",8,1,,4,2,,,,1
"Otra lengua nativa (040)",80,1,,18,60,,,,1
"Castellano (041)",62630,4246,1872,18599,24134,2967,4506,2484,3822
"Idioma extranjero (042)",11,,1,1,2,,2,,5
"Es sordomudo/a (043)",91,46,5,24,12,2,2,,
"Mujeres (045)",59933,4521,1774,19142,20742,3174,5394,2046,3140
"Quechua (046)",65,3,2,24,24,3,4,3,2
"Aymara (047)",14,4,,3,2,,1,,4
"Ashaninca (048)",10,2,1,2,2,1,2,,
"Castellano (050)",59760,4472,1767,19094,20702,3169,5382,2041,3133
"Idioma extranjero (051)",9,,,1,4,,1,2,1
"Es sordomudo/a (052)",75,40,4,18,8,1,4,,
,,,,,,,,,
"RURAL (054)",10566,973,274,4491,3738,337,461,167,125
"Quechua (055)",6,,,4,1,,1,,
"Aymara (056)",5,1,1,2,,,,1,
"Castellano (059)",10536,961,273,4483,3732,337,459,166,125
"Idioma extranjero (060)",1,,,,,,1,,
"Es sordomudo/a (061)",18,11,,2,5,,,,
"Hombres (063)",5532,488,155,2309,2062,157,201,88,72
"Quechua (064)",2,,,1,,,1,,
"Aymara (065)",4,1,1,1,,,,1,
"Castellano (068)",5513,480,154,2306,2058,157,199,87,72
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",12,7,,1,4,,,,
"Mujeres (072)",5034,485,119,2182,1676,180,260,79,53
"Quechua (073)",4,,,3,1,,,,
"Aymara (074)",1,,,1,,,,,
"Castellano (077)",5023,481,119,2177,1674,180,260,79,53
"Es sordomudo/a (079)",6,4,,1,1,,,,
