"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ZARUMILLA (000)",15599,358,18,4534,7167,922,1358,423,819
"Empleado (001)",3789,33,3,456,1494,311,777,194,521
"Obrero (002)",2339,80,2,780,1188,113,112,36,28
"Trabajador independiente (003)",8031,206,7,2827,3798,422,390,154,227
"Empleador o patrono (004)",344,7,1,90,158,26,22,16,24
"Trabajador familiar no remunerado (005)",702,14,4,218,341,41,47,22,15
"Trabajador del hogar (006)",394,18,1,163,188,9,10,1,4
"Hombres (008)",11487,250,13,3427,5491,661,816,291,538
"Empleado (009)",2287,15,2,287,952,189,407,113,322
"Obrero (010)",2188,67,1,724,1128,105,104,35,24
"Trabajador independiente (011)",6335,156,5,2214,3071,323,272,124,170
"Empleador o patrono (012)",268,6,1,74,127,18,16,8,18
"Trabajador familiar no remunerado (013)",384,6,4,120,196,26,17,11,4
"Trabajador del hogar (014)",25,,,8,17,,,,
"Mujeres (016)",4112,108,5,1107,1676,261,542,132,281
"Empleado (017)",1502,18,1,169,542,122,370,81,199
"Obrero (018)",151,13,1,56,60,8,8,1,4
"Trabajador independiente (019)",1696,50,2,613,727,99,118,30,57
"Empleador o patrono (020)",76,1,,16,31,8,6,8,6
"Trabajador familiar no remunerado (021)",318,8,,98,145,15,30,11,11
"Trabajador del hogar (022)",369,18,1,155,171,9,10,1,4
,,,,,,,,,
"URBANA (024)",14268,297,14,3933,6685,860,1269,406,804
"Empleado (025)",3685,32,3,440,1456,304,751,188,511
"Obrero (026)",2076,65,2,669,1084,98,96,34,28
"Trabajador independiente (027)",7228,166,6,2421,3522,392,351,147,223
"Empleador o patrono (028)",332,6,,83,155,26,22,16,24
"Trabajador familiar no remunerado (029)",569,10,2,166,286,32,39,20,14
"Trabajador del hogar (030)",378,18,1,154,182,8,10,1,4
"Hombres (032)",10301,194,9,2887,5058,604,748,276,525
"Empleado (033)",2219,15,2,274,926,183,396,109,314
"Obrero (034)",1933,52,1,616,1027,91,89,33,24
"Trabajador independiente (035)",5591,117,4,1839,2817,294,237,117,166
"Empleador o patrono (036)",256,5,,67,124,18,16,8,18
"Trabajador familiar no remunerado (037)",278,5,2,84,147,18,10,9,3
"Trabajador del hogar (038)",24,,,7,17,,,,
"Mujeres (040)",3967,103,5,1046,1627,256,521,130,279
"Empleado (041)",1466,17,1,166,530,121,355,79,197
"Obrero (042)",143,13,1,53,57,7,7,1,4
"Trabajador independiente (043)",1637,49,2,582,705,98,114,30,57
"Empleador o patrono (044)",76,1,,16,31,8,6,8,6
"Trabajador familiar no remunerado (045)",291,5,,82,139,14,29,11,11
"Trabajador del hogar (046)",354,18,1,147,165,8,10,1,4
,,,,,,,,,
"RURAL (048)",1331,61,4,601,482,62,89,17,15
"Empleado (049)",104,1,,16,38,7,26,6,10
"Obrero (050)",263,15,,111,104,15,16,2,
"Trabajador independiente (051)",803,40,1,406,276,30,39,7,4
"Empleador o patrono (052)",12,1,1,7,3,,,,
"Trabajador familiar no remunerado (053)",133,4,2,52,55,9,8,2,1
"Trabajador del hogar (054)",16,,,9,6,1,,,
"Hombres (056)",1186,56,4,540,433,57,68,15,13
"Empleado (057)",68,,,13,26,6,11,4,8
"Obrero (058)",255,15,,108,101,14,15,2,
"Trabajador independiente (059)",744,39,1,375,254,29,35,7,4
"Empleador o patrono (060)",12,1,1,7,3,,,,
"Trabajador familiar no remunerado (061)",106,1,2,36,49,8,7,2,1
"Trabajador del hogar (062)",1,,,1,,,,,
"Mujeres (064)",145,5,,61,49,5,21,2,2
"Empleado (065)",36,1,,3,12,1,15,2,2
"Obrero (066)",8,,,3,3,1,1,,
"Trabajador independiente (067)",59,1,,31,22,1,4,,
"Trabajador familiar no remunerado (069)",27,3,,16,6,1,1,,
"Trabajador del hogar (070)",15,,,8,6,1,,,
