"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BONGARA (000)",25783,5065,2090,858,17828
"Sin Nivel (001)",3340,1000,155,54,2134
"Educación Inicial (002)",733,366,62,17,290
"Primaria (003)",13645,2758,622,288,9996
"Secundaria (004)",5868,865,510,217,4288
"Sup. no Univ. Incompleta (005)",392,25,80,36,252
"Sup. no Univ. Completa (006)",811,23,371,106,322
"Sup. Univ. Incompleta (007)",341,13,67,42,222
"Sup. Univ. Completa (008)",653,15,223,98,324
"Hombres (010)",13305,2379,1075,603,9287
"Sin Nivel (011)",1305,473,72,23,740
"Educación Inicial (012)",385,188,29,11,158
"Primaria (013)",6953,1273,301,196,5194
"Secundaria (014)",3378,409,289,164,2527
"Sup. no Univ. Incompleta (015)",242,9,49,27,158
"Sup. no Univ. Completa (016)",441,12,176,80,180
"Sup. Univ. Incompleta (017)",196,8,38,34,118
"Sup. Univ. Completa (018)",405,7,121,68,212
"Mujeres (020)",12478,2686,1015,255,8541
"Sin Nivel (021)",2035,527,83,31,1394
"Educación Inicial (022)",348,178,33,6,132
"Primaria (023)",6692,1485,321,92,4802
"Secundaria (024)",2490,456,221,53,1761
"Sup. no Univ. Incompleta (025)",150,16,31,9,94
"Sup. no Univ. Completa (026)",370,11,195,26,142
"Sup. Univ. Incompleta (027)",145,5,29,8,104
"Sup. Univ. Completa (028)",248,8,102,30,112
,,,,,
"URBANA (030)",15555,2766,1773,721,10350
"Sin Nivel (031)",1455,468,111,37,841
"Educación Inicial (032)",412,179,49,14,172
"Primaria (033)",7589,1429,503,240,5434
"Secundaria (034)",4335,636,437,180,3094
"Sup. no Univ. Incompleta (035)",345,19,75,29,223
"Sup. no Univ. Completa (036)",705,17,343,98,258
"Sup. Univ. Incompleta (037)",238,7,60,37,137
"Sup. Univ. Completa (038)",476,11,195,86,191
"Hombres (040)",7948,1266,908,503,5307
"Sin Nivel (041)",554,208,57,17,274
"Educación Inicial (042)",210,83,25,8,95
"Primaria (043)",3723,654,242,157,2679
"Secundaria (044)",2433,298,234,132,1780
"Sup. no Univ. Incompleta (045)",213,6,46,23,139
"Sup. no Univ. Completa (046)",385,8,164,76,144
"Sup. Univ. Incompleta (047)",145,5,35,29,78
"Sup. Univ. Completa (048)",285,4,105,61,118
"Mujeres (050)",7607,1500,865,218,5043
"Sin Nivel (051)",901,260,54,20,567
"Educación Inicial (052)",202,96,24,6,77
"Primaria (053)",3866,775,261,83,2755
"Secundaria (054)",1902,338,203,48,1314
"Sup. no Univ. Incompleta (055)",132,13,29,6,84
"Sup. no Univ. Completa (056)",320,9,179,22,114
"Sup. Univ. Incompleta (057)",93,2,25,8,59
"Sup. Univ. Completa (058)",191,7,90,25,73
,,,,,
"RURAL (060)",10228,2299,317,137,7478
"Sin Nivel (061)",1885,532,44,17,1293
"Educación Inicial (062)",321,187,13,3,118
"Primaria (063)",6056,1329,119,48,4562
"Secundaria (064)",1533,229,73,37,1194
"Sup. no Univ. Incompleta (065)",47,6,5,7,29
"Sup. no Univ. Completa (066)",106,6,28,8,64
"Sup. Univ. Incompleta (067)",103,6,7,5,85
"Sup. Univ. Completa (068)",177,4,28,12,133
"Hombres (070)",5357,1113,167,100,3980
"Sin Nivel (071)",751,265,15,6,466
"Educación Inicial (072)",175,105,4,3,63
"Primaria (073)",3230,619,59,39,2515
"Secundaria (074)",945,111,55,32,747
"Sup. no Univ. Incompleta (075)",29,3,3,4,19
"Sup. no Univ. Completa (076)",56,4,12,4,36
"Sup. Univ. Incompleta (077)",51,3,3,5,40
"Sup. Univ. Completa (078)",120,3,16,7,94
"Mujeres (080)",4871,1186,150,37,3498
"Sin Nivel (081)",1134,267,29,11,827
"Educación Inicial (082)",146,82,9,,55
"Primaria (083)",2826,710,60,9,2047
"Secundaria (084)",588,118,18,5,447
"Sup. no Univ. Incompleta (085)",18,3,2,3,10
"Sup. no Univ. Completa (086)",50,2,16,4,28
"Sup. Univ. Incompleta (087)",52,3,4,,45
"Sup. Univ. Completa (088)",57,1,12,5,39
