"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LAMAS (000)",19902,509,9824,5207,1369,449,247,85,4,,2208
"Catolica (001)",13984,349,6733,3750,993,337,184,67,4,,1567
"Cristiana / Evangelica (002)",3251,85,1713,824,211,60,31,10,,,317
"Otra (003)",1048,30,548,251,62,26,10,3,,,118
"Ninguna (004)",1619,45,830,382,103,26,22,5,,,206
,,,,,,,,,,,
"URBANA (006)",10310,216,4667,2912,851,288,153,51,2,,1170
"Catolica (007)",7557,161,3316,2199,646,221,120,43,2,,849
"Cristiana / Evangelica (008)",1624,30,783,442,130,40,19,5,,,175
"Otra (009)",496,13,246,125,32,16,5,2,,,57
"Ninguna (010)",633,12,322,146,43,11,9,1,,,89
,,,,,,,,,,,
"RURAL (012)",9592,293,5157,2295,518,161,94,34,2,,1038
"Catolica (013)",6427,188,3417,1551,347,116,64,24,2,,718
"Cristiana / Evangelica (014)",1627,55,930,382,81,20,12,5,,,142
"Otra (015)",552,17,302,126,30,10,5,1,,,61
"Ninguna (016)",986,33,508,236,60,15,13,4,,,117
