"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",19706,2241,2288,465,14732
"Conviviente (001)",3769,296,314,59,3104
"Separado(a) (002)",319,28,30,3,258
"Casado(a) (003)",7702,455,1230,260,5768
"Viudo(a) (004)",771,72,86,23,590
"Divorciado(a) (005)",50,4,14,,32
"Soltero(a) (006)",7095,1386,614,120,4980
"Hombres (008)",10481,1002,1109,252,8134
"Conviviente (009)",1844,95,149,33,1570
"Separado(a) (010)",129,5,8,1,115
"Casado(a) (011)",3857,172,608,147,2939
"Viudo(a) (012)",209,15,16,5,173
"Divorciado(a) (013)",32,1,9,,22
"Soltero(a) (014)",4410,714,319,66,3315
"Mujeres (016)",9225,1239,1179,213,6598
"Conviviente (017)",1925,201,165,26,1534
"Separado(a) (018)",190,23,22,2,143
"Casado(a) (019)",3845,283,622,113,2829
"Viudo(a) (020)",562,57,70,18,417
"Divorciado(a) (021)",18,3,5,,10
"Soltero(a) (022)",2685,672,295,54,1665
,,,,,
"URBANA (024)",6702,878,1580,271,3982
"Conviviente (025)",1201,116,214,32,841
"Separado(a) (026)",126,11,25,2,88
"Casado(a) (027)",2530,180,832,153,1370
"Viudo(a) (028)",277,34,53,14,176
"Divorciado(a) (029)",26,4,11,,11
"Soltero(a) (030)",2542,533,445,70,1496
"Hombres (032)",3378,372,746,149,2117
"Conviviente (033)",576,36,98,19,424
"Separado(a) (034)",50,1,7,1,41
"Casado(a) (035)",1253,66,406,87,697
"Viudo(a) (036)",60,6,7,3,44
"Divorciado(a) (037)",15,1,7,,7
"Soltero(a) (038)",1424,262,221,39,904
"Mujeres (040)",3324,506,834,122,1865
"Conviviente (041)",625,80,116,13,417
"Separado(a) (042)",76,10,18,1,47
"Casado(a) (043)",1277,114,426,66,673
"Viudo(a) (044)",217,28,46,11,132
"Divorciado(a) (045)",11,3,4,,4
"Soltero(a) (046)",1118,271,224,31,592
,,,,,
"RURAL (048)",13004,1363,708,194,10750
"Conviviente (049)",2568,180,100,27,2263
"Separado(a) (050)",193,17,5,1,170
"Casado(a) (051)",5172,275,398,107,4398
"Viudo(a) (052)",494,38,33,9,414
"Divorciado(a) (053)",24,,3,,21
"Soltero(a) (054)",4553,853,169,50,3484
"Hombres (056)",7103,630,363,103,6017
"Conviviente (057)",1268,59,51,14,1146
"Separado(a) (058)",79,4,1,,74
"Casado(a) (059)",2604,106,202,60,2242
"Viudo(a) (060)",149,9,9,2,129
"Divorciado(a) (061)",17,,2,,15
"Soltero(a) (062)",2986,452,98,27,2411
"Mujeres (064)",5901,733,345,91,4733
"Conviviente (065)",1300,121,49,13,1117
"Separado(a) (066)",114,13,4,1,96
"Casado(a) (067)",2568,169,196,47,2156
"Viudo(a) (068)",345,29,24,7,285
"Divorciado(a) (069)",7,,1,,6
"Soltero(a) (070)",1567,401,71,23,1073
