"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia VICTOR FAJARDO (000)",8195,1152,1777,3979,82,1148,57
"Conviviente (001)",1572,298,431,665,22,152,4
"Separado(a) (002)",214,32,51,110,3,14,4
"Casado(a) (003)",4316,503,815,2371,42,565,20
"Viudo(a) (004)",569,14,79,407,4,59,6
"Divorciado(a) (005)",34,4,7,20,1,2,
"Soltero(a) (006)",1490,301,394,406,10,356,23
"Hombres (008)",5488,765,1436,2710,55,522,
"Conviviente (009)",1135,193,377,493,16,56,
"Separado(a) (010)",83,5,28,46,,4,
"Casado(a) (011)",3130,390,673,1803,29,235,
"Viudo(a) (012)",166,2,25,125,3,11,
"Divorciado(a) (013)",15,3,4,7,1,,
"Soltero(a) (014)",959,172,329,236,6,216,
"Mujeres (016)",2707,387,341,1269,27,626,57
"Conviviente (017)",437,105,54,172,6,96,4
"Separado(a) (018)",131,27,23,64,3,10,4
"Casado(a) (019)",1186,113,142,568,13,330,20
"Viudo(a) (020)",403,12,54,282,1,48,6
"Divorciado(a) (021)",19,1,3,13,,2,
"Soltero(a) (022)",531,129,65,170,4,140,23
,,,,,,,
"URBANA (024)",6399,1037,1499,2862,72,874,55
"Conviviente (025)",1257,261,378,482,18,114,4
"Separado(a) (026)",167,30,41,79,3,10,4
"Casado(a) (027)",3323,460,677,1691,38,438,19
"Viudo(a) (028)",416,14,55,291,3,48,5
"Divorciado(a) (029)",24,3,7,12,1,1,
"Soltero(a) (030)",1212,269,341,307,9,263,23
"Hombres (032)",4190,687,1223,1860,46,374,
"Conviviente (033)",879,164,329,336,12,38,
"Separado(a) (034)",59,4,23,29,,3,
"Casado(a) (035)",2343,359,559,1233,26,166,
"Viudo(a) (036)",115,2,18,83,2,10,
"Divorciado(a) (037)",12,3,4,4,1,,
"Soltero(a) (038)",782,155,290,175,5,157,
"Mujeres (040)",2209,350,276,1002,26,500,55
"Conviviente (041)",378,97,49,146,6,76,4
"Separado(a) (042)",108,26,18,50,3,7,4
"Casado(a) (043)",980,101,118,458,12,272,19
"Viudo(a) (044)",301,12,37,208,1,38,5
"Divorciado(a) (045)",12,,3,8,,1,
"Soltero(a) (046)",430,114,51,132,4,106,23
,,,,,,,
"RURAL (048)",1796,115,278,1117,10,274,2
"Conviviente (049)",315,37,53,183,4,38,
"Separado(a) (050)",47,2,10,31,,4,
"Casado(a) (051)",993,43,138,680,4,127,1
"Viudo(a) (052)",153,,24,116,1,11,1
"Divorciado(a) (053)",10,1,,8,,1,
"Soltero(a) (054)",278,32,53,99,1,93,
"Hombres (056)",1298,78,213,850,9,148,
"Conviviente (057)",256,29,48,157,4,18,
"Separado(a) (058)",24,1,5,17,,1,
"Casado(a) (059)",787,31,114,570,3,69,
"Viudo(a) (060)",51,,7,42,1,1,
"Divorciado(a) (061)",3,,,3,,,
"Soltero(a) (062)",177,17,39,61,1,59,
"Mujeres (064)",498,37,65,267,1,126,2
"Conviviente (065)",59,8,5,26,,20,
"Separado(a) (066)",23,1,5,14,,3,
"Casado(a) (067)",206,12,24,110,1,58,1
"Viudo(a) (068)",102,,17,74,,10,1
"Divorciado(a) (069)",7,1,,5,,1,
"Soltero(a) (070)",101,15,14,38,,34,
