"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia OTUZCO",,,,,,,,,
"Viviendas particulares (001)",21965,9539,2013,229,7,2939,6439,667,132
"Ocupantes presentes (002)",88633,38180,8193,904,19,12694,26025,2188,430
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",21690,9454,1974,225,7,2900,6339,659,132
"Ocupantes presentes (005)",87585,37813,8072,883,19,12547,25661,2160,430
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",23,13,10,,,,,,
"Ocupantes presentes (008)",55,33,22,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",28,22,5,,,,,1,
"Ocupantes presentes (011)",123,99,21,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",73,47,24,,,,,2,
"Ocupantes presentes (014)",307,221,78,,,,,8,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",142,,,3,,38,97,4,
"Ocupantes presentes (017)",532,,,18,,146,354,14,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,2,,,,,,1,
"Ocupantes presentes (020)",12,9,,,,,,3,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,,,,1,,,
"Ocupantes presentes (023)",6,5,,,,1,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,1,,,3,,
"Ocupantes presentes (026)",13,,,3,,,10,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5699,4011,646,97,2,96,530,254,63
"Ocupantes presentes (029)",21010,14905,2426,357,5,379,1893,852,193
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5569,3926,607,96,2,96,529,250,63
"Ocupantes presentes (032)",20502,14538,2305,354,5,379,1890,838,193
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",23,13,10,,,,,,
"Ocupantes presentes (035)",55,33,22,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",28,22,5,,,,,1,
"Ocupantes presentes (038)",123,99,21,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",73,47,24,,,,,2,
"Ocupantes presentes (041)",307,221,78,,,,,8,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,2,,,,,,1,
"Ocupantes presentes (047)",12,9,,,,,,3,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,1,,,1,,
"Ocupantes presentes (053)",6,,,3,,,3,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",16266,5528,1367,132,5,2843,5909,413,69
"Ocupantes presentes (056)",67623,23275,5767,547,14,12315,24132,1336,237
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",16121,5528,1367,129,5,2804,5810,409,69
"Ocupantes presentes (059)",67083,23275,5767,529,14,12168,23771,1322,237
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",142,,,3,,38,97,4,
"Ocupantes presentes (071)",532,,,18,,146,354,14,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,1,,,
"Ocupantes presentes (077)",1,,,,,1,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,,2,,
"Ocupantes presentes (080)",7,,,,,,7,,
