"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia POMABAMBA (000)",7087,76,2379,2643,828,281,100,46,7,,727
"Conviviente (001)",2721,24,953,1072,297,86,27,12,4,,246
"Separado(a) (002)",463,7,147,175,68,24,6,2,,,34
"Casado(a) (003)",2500,27,875,959,313,104,43,17,,,162
"Viudo(a) (004)",895,13,300,324,104,49,16,11,2,,76
"Divorciado(a) (005)",25,,10,5,4,2,1,,,,3
"Soltero(a) (006)",483,5,94,108,42,16,7,4,1,,206
,,,,,,,,,,,
"URBANA (008)",1684,21,490,552,233,90,38,22,3,,235
"Conviviente (009)",566,6,180,205,62,17,12,4,1,,79
"Separado(a) (010)",135,1,43,47,24,8,2,1,,,9
"Casado(a) (011)",643,8,181,203,111,47,17,10,,,66
"Viudo(a) (012)",162,4,47,53,19,13,4,3,1,,18
"Divorciado(a) (013)",3,,1,1,1,,,,,,
"Soltero(a) (014)",175,2,38,43,16,5,3,4,1,,63
,,,,,,,,,,,
"RURAL (016)",5403,55,1889,2091,595,191,62,24,4,,492
"Conviviente (017)",2155,18,773,867,235,69,15,8,3,,167
"Separado(a) (018)",328,6,104,128,44,16,4,1,,,25
"Casado(a) (019)",1857,19,694,756,202,57,26,7,,,96
"Viudo(a) (020)",733,9,253,271,85,36,12,8,1,,58
"Divorciado(a) (021)",22,,9,4,3,2,1,,,,3
"Soltero(a) (022)",308,3,56,65,26,11,4,,,,143
