"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN IGNACIO (000)",131239,3099,50861,33960,22352,15433,5534
"Hombres (001)",69686,1582,26233,18264,12022,8478,3107
"Mujeres (002)",61553,1517,24628,15696,10330,6955,2427
"Viviendas particulares (003)",130377,3099,50813,33497,22129,15334,5505
"Hombres (004)",69039,1582,26213,17897,11852,8402,3093
"Mujeres (005)",61338,1517,24600,15600,10277,6932,2412
"Viviendas colectivas (006)",554,,15,327,148,52,12
"Hombres (007)",443,,9,275,114,42,3
"Mujeres (008)",111,,6,52,34,10,9
"Otro tipo (009)",308,,33,136,75,47,17
"Hombres (010)",204,,11,92,56,34,11
"Mujeres (011)",104,,22,44,19,13,6
,,,,,,,
"URBANA (012)",20604,392,6732,5841,4028,2697,914
"Hombres (013)",10512,199,3364,2930,2049,1479,491
"Mujeres (014)",10092,193,3368,2911,1979,1218,423
"Viviendas particulares (015)",19777,392,6684,5396,3817,2602,886
"Hombres (016)",9893,199,3344,2580,1888,1405,477
"Mujeres (017)",9884,193,3340,2816,1929,1197,409
"Viviendas colectivas (018)",529,,15,317,138,48,11
"Hombres (019)",424,,9,265,107,40,3
"Mujeres (020)",105,,6,52,31,8,8
"Otro tipo (021)",298,,33,128,73,47,17
"Hombres (022)",195,,11,85,54,34,11
"Mujeres (023)",103,,22,43,19,13,6
,,,,,,,
"RURAL (024)",110635,2707,44129,28119,18324,12736,4620
"Hombres (025)",59174,1383,22869,15334,9973,6999,2616
"Mujeres (026)",51461,1324,21260,12785,8351,5737,2004
"Viviendas particulares (027)",110600,2707,44129,28101,18312,12732,4619
"Hombres (028)",59146,1383,22869,15317,9964,6997,2616
"Mujeres (029)",51454,1324,21260,12784,8348,5735,2003
"Viviendas colectivas (030)",25,,,10,10,4,1
"Hombres (031)",19,,,10,7,2,
"Mujeres (032)",6,,,,3,2,1
"Otro tipo (033)",10,,,8,2,,
"Hombres (034)",9,,,7,2,,
"Mujeres (035)",1,,,1,,,
