"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JAUJA (000)",81532,8835,10033,2404,60340
"Hombres (001)",38923,4238,4865,1444,28420
"Mujeres (002)",42609,4597,5168,960,31920
"PEA (003)",30771,906,3943,1036,24923
"Hombres (004)",19241,470,2300,730,15768
"Mujeres (005)",11530,436,1643,306,9155
"Ocupada (006)",28936,873,3867,1005,23227
"Hombres (007)",17920,451,2244,707,14544
"Mujeres (008)",11016,422,1623,298,8683
"Desocupada (009)",1835,33,76,31,1696
"Hombres (010)",1321,19,56,23,1224
"Mujeres (011)",514,14,20,8,472
"No PEA (012)",50761,7929,6090,1368,35417
"Hombres (013)",19682,3768,2565,714,12652
"Mujeres (014)",31079,4161,3525,654,22765
,,,,,
"URBANA (018)",57035,5638,8745,1958,40760
"Hombres (019)",26984,2645,4189,1161,19029
"Mujeres (020)",30051,2993,4556,797,21731
"PEA (021)",22037,674,3469,866,17057
"Hombres (022)",13272,353,1936,589,10418
"Mujeres (023)",8765,321,1533,277,6639
"Ocupada (024)",20631,645,3402,838,15774
"Hombres (025)",12296,338,1888,568,9525
"Mujeres (026)",8335,307,1514,270,6249
"Desocupada (027)",1406,29,67,28,1283
"Hombres (028)",976,15,48,21,893
"Mujeres (029)",430,14,19,7,390
"No PEA (030)",34998,4964,5276,1092,23703
"Hombres (031)",13712,2292,2253,572,8611
"Mujeres (032)",21286,2672,3023,520,15092
,,,,,
"RURAL (036)",24497,3197,1288,446,19580
"Hombres (037)",11939,1593,676,283,9391
"Mujeres (038)",12558,1604,612,163,10189
"PEA (039)",8734,232,474,170,7866
"Hombres (040)",5969,117,364,141,5350
"Mujeres (041)",2765,115,110,29,2516
"Ocupada (042)",8305,228,465,167,7453
"Hombres (043)",5624,113,356,139,5019
"Mujeres (044)",2681,115,109,28,2434
"Desocupada (045)",429,4,9,3,413
"Hombres (046)",345,4,8,2,331
"Mujeres (047)",84,,1,1,82
"No PEA (048)",15763,2965,814,276,11714
"Hombres (049)",5970,1476,312,142,4041
"Mujeres (050)",9793,1489,502,134,7673
