"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ANGARAES (000)",51723,3323,16488,9505,6692,5363,4092,3017,3243
"Quechua (001)",40669,2344,11960,6911,5333,4590,3650,2792,3089
"Aymara (002)",62,9,17,7,5,7,9,2,6
"Ashaninca (003)",7,,3,1,2,,1,,
"Otra lengua nativa (004)",7,1,1,1,3,,1,,
"Castellano (005)",10922,967,4494,2568,1341,758,427,222,145
"Es sordomudo/a (007)",56,2,13,17,8,8,4,1,3
"Hombres (009)",25232,1694,8349,4692,3159,2536,1957,1443,1402
"Quechua (010)",19616,1199,6111,3376,2456,2131,1713,1312,1318
"Aymara (011)",26,3,6,3,2,2,5,2,3
"Ashaninca (012)",6,,3,1,1,,1,,
"Otra lengua nativa (013)",2,,1,,1,,,,
"Castellano (014)",5551,491,2218,1303,696,399,236,129,79
"Es sordomudo/a (016)",31,1,10,9,3,4,2,,2
"Mujeres (018)",26491,1629,8139,4813,3533,2827,2135,1574,1841
"Quechua (019)",21053,1145,5849,3535,2877,2459,1937,1480,1771
"Aymara (020)",36,6,11,4,3,5,4,,3
"Ashaninca (021)",1,,,,1,,,,
"Otra lengua nativa (022)",5,1,,1,2,,1,,
"Castellano (023)",5371,476,2276,1265,645,359,191,93,66
"Es sordomudo/a (025)",25,1,3,8,5,4,2,1,1
,,,,,,,,,
"URBANA (027)",15144,772,4216,2856,2248,1810,1307,985,950
"Quechua (028)",8323,291,1775,1297,1219,1172,953,794,822
"Aymara (029)",19,,8,1,,2,4,1,3
"Ashaninca (030)",2,,2,,,,,,
"Otra lengua nativa (031)",1,,1,,,,,,
"Castellano (032)",6778,480,2423,1552,1027,633,350,189,124
"Es sordomudo/a (034)",21,1,7,6,2,3,,1,1
"Hombres (036)",7360,386,2116,1388,1056,871,650,488,405
"Quechua (037)",3931,152,903,618,542,543,462,381,330
"Aymara (038)",11,,4,,,1,3,1,2
"Ashaninca (039)",2,,2,,,,,,
"Otra lengua nativa (040)",1,,1,,,,,,
"Castellano (041)",3402,233,1200,767,513,326,185,106,72
"Es sordomudo/a (043)",13,1,6,3,1,1,,,1
"Mujeres (045)",7784,386,2100,1468,1192,939,657,497,545
"Quechua (046)",4392,139,872,679,677,629,491,413,492
"Aymara (047)",8,,4,1,,1,1,,1
"Castellano (050)",3376,247,1223,785,514,307,165,83,52
"Es sordomudo/a (052)",8,,1,3,1,2,,1,
,,,,,,,,,
"RURAL (054)",36579,2551,12272,6649,4444,3553,2785,2032,2293
"Quechua (055)",32346,2053,10185,5614,4114,3418,2697,1998,2267
"Aymara (056)",43,9,9,6,5,5,5,1,3
"Ashaninca (057)",5,,1,1,2,,1,,
"Otra lengua nativa (058)",6,1,,1,3,,1,,
"Castellano (059)",4144,487,2071,1016,314,125,77,33,21
"Es sordomudo/a (061)",35,1,6,11,6,5,4,,2
"Hombres (063)",17872,1308,6233,3304,2103,1665,1307,955,997
"Quechua (064)",15685,1047,5208,2758,1914,1588,1251,931,988
"Aymara (065)",15,3,2,3,2,1,2,1,1
"Ashaninca (066)",4,,1,1,1,,1,,
"Otra lengua nativa (067)",1,,,,1,,,,
"Castellano (068)",2149,258,1018,536,183,73,51,23,7
"Es sordomudo/a (070)",18,,4,6,2,3,2,,1
"Mujeres (072)",18707,1243,6039,3345,2341,1888,1478,1077,1296
"Quechua (073)",16661,1006,4977,2856,2200,1830,1446,1067,1279
"Aymara (074)",28,6,7,3,3,4,3,,2
"Ashaninca (075)",1,,,,1,,,,
"Otra lengua nativa (076)",5,1,,1,2,,1,,
"Castellano (077)",1995,229,1053,480,131,52,26,10,14
"Es sordomudo/a (079)",17,1,2,5,4,2,2,,1
