"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9796,1068,1666,4678,240,1801,135,208
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",36,36,,,,,,
"Profes., científicos e intelectuales (002)",553,513,,39,1,,,
"Técnicos de nivel medio y trab. asimilados (003)",162,121,,33,5,3,,
"Jefes y empleados de oficina (004)",106,105,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",555,98,1,367,15,74,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",3927,,,3732,193,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",296,,76,193,9,18,,
"Obreros construc.,conf.,papel, fab., instr. (008)",342,33,123,167,8,11,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3424,97,1448,71,3,1670,135,
"Otra (010)",34,34,,,,,,
"Ocupaciñn no especificada (011)",153,31,18,76,6,22,,
"Desocupado (012)",208,,,,,,,208
"Hombres (013)",7974,614,1457,4127,203,1423,3,147
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",29,29,,,,,,
"Profes., científicos e intelectuales (015)",316,284,,31,1,,,
"Técnicos de nivel medio y trab. asimilados (016)",97,59,,32,4,2,,
"Jefes y empleados de oficina (017)",58,57,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",227,51,,148,9,19,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3703,,,3528,173,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",263,,73,173,5,12,,
"Obreros construc.,conf.,papel, fab., instr. (021)",339,33,123,165,7,11,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",2714,56,1252,28,1,1374,3,
"Otra (023)",34,34,,,,,,
"Ocupaciñn no especificada (024)",47,11,9,22,3,2,,
"Desocupado (025)",147,,,,,,,147
"Mujeres (026)",1822,454,209,551,37,378,132,61
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,7,,,,,,
"Profes., científicos e intelectuales (028)",237,229,,8,,,,
"Técnicos de nivel medio y trab. asimilados (029)",65,62,,1,1,1,,
"Jefes y empleados de oficina (030)",48,48,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",328,47,1,219,6,55,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",224,,,204,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",33,,3,20,4,6,,
"Obreros construc.,conf.,papel, fab., instr. (034)",3,,,2,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",710,41,196,43,2,296,132,
"Ocupaciñn no especificada (037)",106,20,9,54,3,20,,
"Desocupado (038)",61,,,,,,,61
,,,,,,,,
"URBANA (039)",3359,821,393,1477,62,398,88,120
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",29,29,,,,,,
"Profes., científicos e intelectuales (041)",402,380,,21,1,,,
"Técnicos de nivel medio y trab. asimilados (042)",123,89,,27,4,3,,
"Jefes y empleados de oficina (043)",85,84,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",442,84,,284,13,61,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",834,,,810,23,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",201,,43,140,8,10,,
"Obreros construc.,conf.,papel, fab., instr. (047)",227,24,81,110,8,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",781,80,252,51,3,307,88,
"Otra (049)",30,30,,,,,,
"Ocupaciñn no especificada (050)",85,21,17,34,2,11,,
"Desocupado (051)",120,,,,,,,120
"Hombres (052)",2373,469,339,1156,49,269,1,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",24,24,,,,,,
"Profes., científicos e intelectuales (054)",223,204,,18,1,,,
"Técnicos de nivel medio y trab. asimilados (055)",74,43,,26,3,2,,
"Jefes y empleados de oficina (056)",43,42,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",175,47,,104,8,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",769,,,745,23,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",177,,40,125,4,8,,
"Obreros construc.,conf.,papel, fab., instr. (060)",224,24,81,108,7,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",516,49,210,20,1,235,1,
"Otra (062)",30,30,,,,,,
"Ocupaciñn no especificada (063)",28,6,8,10,2,2,,
"Desocupado (064)",90,,,,,,,90
"Mujeres (065)",986,352,54,321,13,129,87,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,5,,,,,,
"Profes., científicos e intelectuales (067)",179,176,,3,,,,
"Técnicos de nivel medio y trab. asimilados (068)",49,46,,1,1,1,,
"Jefes y empleados de oficina (069)",42,42,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",267,37,,180,5,45,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",65,,,65,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",24,,3,15,4,2,,
"Obreros construc.,conf.,papel, fab., instr. (073)",3,,,2,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",265,31,42,31,2,72,87,
"Ocupaciñn no especificada (076)",57,15,9,24,,9,,
"Desocupado (077)",30,,,,,,,30
,,,,,,,,
"RURAL (078)",6437,247,1273,3201,178,1403,47,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,7,,,,,,
"Profes., científicos e intelectuales (080)",151,133,,18,,,,
"Técnicos de nivel medio y trab. asimilados (081)",39,32,,6,1,,,
"Jefes y empleados de oficina (082)",21,21,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",113,14,1,83,2,13,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3093,,,2922,170,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",95,,33,53,1,8,,
"Obreros construc.,conf.,papel, fab., instr. (086)",115,9,42,57,,7,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",2643,17,1196,20,,1363,47,
"Otra (088)",4,4,,,,,,
"Ocupaciñn no especificada (089)",68,10,1,42,4,11,,
"Desocupado (090)",88,,,,,,,88
"Hombres (091)",5601,145,1118,2971,154,1154,2,57
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,5,,,,,,
"Profes., científicos e intelectuales (093)",93,80,,13,,,,
"Técnicos de nivel medio y trab. asimilados (094)",23,16,,6,1,,,
"Jefes y empleados de oficina (095)",15,15,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",52,4,,44,1,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",2934,,,2783,150,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",86,,33,48,1,4,,
