"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN MARCOS (000)",47838,16926,2742,655,27557
"Quechua (001)",28,5,1,2,20
"Aymara (002)",10,3,,2,7
"Asháninka (003)",7,6,1,3,
"Otra lengua nativa (004)",114,18,15,4,77
"Castellano (005)",47530,16861,2724,644,27338
"Idioma Extranjero (006)",3,,,,3
"Es Sordomudo/a (007)",146,33,1,,112
"Hombres (009)",23995,8269,1392,383,13980
"Quechua (010)",13,2,1,1,9
"Aymara (011)",3,2,,1,1
"Asháninka (012)",4,3,1,2,
"Otra lengua nativa (013)",60,10,8,2,40
"Castellano (014)",23837,8235,1382,377,13869
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",77,17,,,60
"Mujeres (018)",23843,8657,1350,272,13577
"Quechua (019)",15,3,,1,11
"Aymara (020)",7,1,,1,6
"Asháninka (021)",3,3,,1,
"Otra lengua nativa (022)",54,8,7,2,37
"Castellano (023)",23693,8626,1342,267,13469
"Idioma Extranjero (024)",2,,,,2
"Es Sordomudo/a (025)",69,16,1,,52
,,,,,
"URBANA (027)",11017,2208,1996,385,6449
"Quechua (028)",11,1,1,2,7
"Aymara (029)",1,1,,1,
"Otra lengua nativa (031)",114,18,15,4,77
"Castellano (032)",10863,2183,1979,378,6343
"Idioma Extranjero (033)",3,,,,3
"Es Sordomudo/a (034)",25,5,1,,19
"Hombres (036)",5568,1119,1004,227,3233
"Quechua (037)",5,,1,1,3
"Aymara (038)",1,1,,1,
"Otra lengua nativa (040)",60,10,8,2,40
"Castellano (041)",5487,1105,995,223,3178
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",14,3,,,11
"Mujeres (045)",5449,1089,992,158,3216
"Quechua (046)",6,1,,1,4
"Otra lengua nativa (049)",54,8,7,2,37
"Castellano (050)",5376,1078,984,155,3165
"Idioma Extranjero (051)",2,,,,2
"Es Sordomudo/a (052)",11,2,1,,8
,,,,,
"RURAL (054)",36821,14718,746,270,21108
"Quechua (055)",17,4,,,13
"Aymara (056)",9,2,,1,7
"Asháninka (057)",7,6,1,3,
"Castellano (059)",36667,14678,745,266,20995
"Es Sordomudo/a (061)",121,28,,,93
"Hombres (063)",18427,7150,388,156,10747
"Quechua (064)",8,2,,,6
"Aymara (065)",2,1,,,1
"Asháninka (066)",4,3,1,2,
"Castellano (068)",18350,7130,387,154,10691
"Es Sordomudo/a (070)",63,14,,,49
"Mujeres (072)",18394,7568,358,114,10361
"Quechua (073)",9,2,,,7
"Aymara (074)",7,1,,1,6
"Asháninka (075)",3,3,,1,
"Castellano (077)",18317,7548,358,112,10304
"Es Sordomudo/a (079)",58,14,,,44
