"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YAROWILCA (000)",9124,654,779,5044,70,2472,105
"Sin nivel (001)",1286,2,91,707,5,470,11
"Educación inicial (002)",16,,3,3,,10,
"Primaria (003)",4166,15,365,2641,34,1065,46
"Secundaria (004)",2817,84,284,1510,26,874,39
"Superior no univ. incompleta (005)",110,32,4,45,3,20,6
"Superior no univ. completa (006)",262,192,8,50,,10,2
"Superior univ. incompleta (007)",86,34,13,33,,6,
"Superior univ. completa (008)",381,295,11,55,2,17,1
"Hombres (010)",6086,442,633,3958,62,971,20
"Sin nivel (011)",430,1,41,338,4,44,2
"Educación inicial (012)",7,,1,2,,4,
"Primaria (013)",2865,5,300,2158,32,367,3
"Secundaria (014)",2177,61,257,1298,22,527,12
"Superior no univ. incompleta (015)",78,18,4,41,3,11,1
"Superior no univ. completa (016)",184,126,7,43,,7,1
"Superior univ. incompleta (017)",68,24,13,28,,3,
"Superior univ. completa (018)",277,207,10,50,1,8,1
"Mujeres (020)",3038,212,146,1086,8,1501,85
"Sin nivel (021)",856,1,50,369,1,426,9
"Educación inicial (022)",9,,2,1,,6,
"Primaria (023)",1301,10,65,483,2,698,43
"Secundaria (024)",640,23,27,212,4,347,27
"Superior no univ. incompleta (025)",32,14,,4,,9,5
"Superior no univ. completa (026)",78,66,1,7,,3,1
"Superior univ. incompleta (027)",18,10,,5,,3,
"Superior univ. completa (028)",104,88,1,5,1,9,
,,,,,,,
"URBANA (030)",2340,451,209,1141,27,491,21
"Sin nivel (031)",174,1,17,97,1,58,
"Primaria (033)",823,13,66,512,12,208,12
"Secundaria (034)",851,62,103,464,11,204,7
"Superior no univ. incompleta (035)",41,19,4,10,1,6,1
"Superior no univ. completa (036)",150,118,6,21,,5,
"Superior univ. incompleta (037)",50,27,7,13,,3,
"Superior univ. completa (038)",251,211,6,24,2,7,1
"Hombres (040)",1547,297,174,849,21,204,2
"Sin nivel (041)",54,1,2,46,,5,
"Primaria (043)",522,4,60,378,10,69,1
"Secundaria (044)",633,47,91,370,9,116,
"Superior no univ. incompleta (045)",27,9,4,9,1,4,
"Superior no univ. completa (046)",100,75,5,16,,4,
"Superior univ. incompleta (047)",36,18,7,10,,1,
"Superior univ. completa (048)",175,143,5,20,1,5,1
"Mujeres (050)",793,154,35,292,6,287,19
"Sin nivel (051)",120,,15,51,1,53,
"Primaria (053)",301,9,6,134,2,139,11
"Secundaria (054)",218,15,12,94,2,88,7
"Superior no univ. incompleta (055)",14,10,,1,,2,1
"Superior no univ. completa (056)",50,43,1,5,,1,
"Superior univ. incompleta (057)",14,9,,3,,2,
"Superior univ. completa (058)",76,68,1,4,1,2,
,,,,,,,
"RURAL (060)",6784,203,570,3903,43,1981,84
"Sin nivel (061)",1112,1,74,610,4,412,11
"Educación inicial (062)",16,,3,3,,10,
"Primaria (063)",3343,2,299,2129,22,857,34
"Secundaria (064)",1966,22,181,1046,15,670,32
"Superior no univ. incompleta (065)",69,13,,35,2,14,5
"Superior no univ. completa (066)",112,74,2,29,,5,2
"Superior univ. incompleta (067)",36,7,6,20,,3,
"Superior univ. completa (068)",130,84,5,31,,10,
"Hombres (070)",4539,145,459,3109,41,767,18
"Sin nivel (071)",376,,39,292,4,39,2
"Educación inicial (072)",7,,1,2,,4,
"Primaria (073)",2343,1,240,1780,22,298,2
"Secundaria (074)",1544,14,166,928,13,411,12
"Superior no univ. incompleta (075)",51,9,,32,2,7,1
"Superior no univ. completa (076)",84,51,2,27,,3,1
"Superior univ. incompleta (077)",32,6,6,18,,2,
"Superior univ. completa (078)",102,64,5,30,,3,
"Mujeres (080)",2245,58,111,794,2,1214,66
"Sin nivel (081)",736,1,35,318,,373,9
"Educación inicial (082)",9,,2,1,,6,
"Primaria (083)",1000,1,59,349,,559,32
"Secundaria (084)",422,8,15,118,2,259,20
"Superior no univ. incompleta (085)",18,4,,3,,7,4
"Superior no univ. completa (086)",28,23,,2,,2,1
"Superior univ. incompleta (087)",4,1,,2,,1,
"Superior univ. completa (088)",28,20,,1,,7,
