"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARAZ (000)",56085,557,18556,20419,13384,3169
"Empleado (001)",17207,61,5742,7416,3800,188
"Obrero (002)",8073,47,3156,2807,1720,343
"Trabajador independiente (003)",21217,106,5246,7527,6159,2179
"Empleador o patrono (004)",952,,238,386,269,59
"Trabajador familiar no remunerado (005)",3458,285,1427,804,676,266
"Trabajador del hogar (006)",1598,28,928,411,205,26
"Desocupado (008)",3580,30,1819,1068,555,108
"Hombres (009)",36434,353,11665,13107,8900,2409
"Empleado (010)",9528,30,2885,4159,2313,141
"Obrero (011)",7345,42,2874,2556,1569,304
"Trabajador independiente (012)",14751,73,3756,5072,4158,1692
"Empleador o patrono (013)",663,,156,267,190,50
"Trabajador familiar no remunerado (014)",1636,182,840,298,199,117
"Trabajador del hogar (015)",61,3,32,11,11,4
"Desocupado (017)",2450,23,1122,744,460,101
"Mujeres (018)",19651,204,6891,7312,4484,760
"Empleado (019)",7679,31,2857,3257,1487,47
"Obrero (020)",728,5,282,251,151,39
"Trabajador independiente (021)",6466,33,1490,2455,2001,487
"Empleador o patrono (022)",289,,82,119,79,9
"Trabajador familiar no remunerado (023)",1822,103,587,506,477,149
"Trabajador del hogar (024)",1537,25,896,400,194,22
"Desocupado (026)",1130,7,697,324,95,7
,,,,,,
"URBANA (027)",44307,403,14712,16806,10513,1873
"Empleado (028)",16494,60,5439,7138,3684,173
"Obrero (029)",5630,41,2208,1989,1178,214
"Trabajador independiente (030)",15236,84,3944,5618,4398,1192
"Empleador o patrono (031)",881,,219,362,248,52
"Trabajador familiar no remunerado (032)",1851,179,692,445,384,151
"Trabajador del hogar (033)",1401,22,792,372,193,22
"Desocupado (035)",2814,17,1418,882,428,69
"Hombres (036)",27007,250,8697,10188,6550,1322
"Empleado (037)",9026,30,2688,3960,2218,130
"Obrero (038)",5117,36,2012,1806,1063,200
"Trabajador independiente (039)",9636,55,2672,3451,2637,821
"Empleador o patrono (040)",601,,140,246,171,44
"Trabajador familiar no remunerado (041)",768,115,348,136,108,61
"Trabajador del hogar (042)",55,1,30,11,10,3
"Desocupado (044)",1804,13,807,578,343,63
"Mujeres (045)",17300,153,6015,6618,3963,551
"Empleado (046)",7468,30,2751,3178,1466,43
"Obrero (047)",513,5,196,183,115,14
"Trabajador independiente (048)",5600,29,1272,2167,1761,371
"Empleador o patrono (049)",280,,79,116,77,8
"Trabajador familiar no remunerado (050)",1083,64,344,309,276,90
"Trabajador del hogar (051)",1346,21,762,361,183,19
"Desocupado (053)",1010,4,611,304,85,6
,,,,,,
"RURAL (054)",11778,154,3844,3613,2871,1296
"Empleado (055)",713,1,303,278,116,15
"Obrero (056)",2443,6,948,818,542,129
"Trabajador independiente (057)",5981,22,1302,1909,1761,987
"Empleador o patrono (058)",71,,19,24,21,7
"Trabajador familiar no remunerado (059)",1607,106,735,359,292,115
"Trabajador del hogar (060)",197,6,136,39,12,4
"Desocupado (062)",766,13,401,186,127,39
"Hombres (063)",9427,103,2968,2919,2350,1087
"Empleado (064)",502,,197,199,95,11
"Obrero (065)",2228,6,862,750,506,104
"Trabajador independiente (066)",5115,18,1084,1621,1521,871
"Empleador o patrono (067)",62,,16,21,19,6
"Trabajador familiar no remunerado (068)",868,67,492,162,91,56
"Trabajador del hogar (069)",6,2,2,,1,1
"Desocupado (071)",646,10,315,166,117,38
"Mujeres (072)",2351,51,876,694,521,209
"Empleado (073)",211,1,106,79,21,4
"Obrero (074)",215,,86,68,36,25
"Trabajador independiente (075)",866,4,218,288,240,116
"Empleador o patrono (076)",9,,3,3,2,1
"Trabajador familiar no remunerado (077)",739,39,243,197,201,59
"Trabajador del hogar (078)",191,4,134,39,11,3
"Desocupado (080)",120,3,86,20,10,1
