"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YAROWILCA (000)",9886,593,2817,2958,2516,1002
"Agric., ganadería, caza y silvicultura (001)",7810,575,2047,2196,2076,916
"Explotación de minas y canteras (003)",16,,6,6,4,
"Industrias manufactureras (004)",93,2,36,25,21,9
"Construcción (006)",137,1,39,50,44,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",316,2,126,115,58,15
"Venta, mant.y rep. veh.autom.y motoc. (008)",11,,9,1,1,
"Comercio al por mayor (009)",18,,9,8,,1
"Comercio al por menor (010)",287,2,108,106,57,14
"Hoteles y restaurantes (011)",145,3,64,41,31,6
"Trans., almac. y comunicaciones (012)",92,,41,36,12,3
"Intermediación financiera (013)",1,,1,,,
"Activid.inmobil., empres. y alquileres (014)",18,1,5,11,1,
"Admin.pub. y defensa; p. segur.soc afil (015)",95,,27,45,22,1
"Enseñanza (016)",421,,75,232,111,3
"Servicios sociales y de salud (017)",64,,31,26,7,
"Otras activ. serv.comun.soc y personales (018)",33,,13,13,7,
"Hogares privados con servicio doméstico (019)",106,2,59,26,15,4
"Actividad economica no especificada (021)",263,,88,73,70,32
"Desocupado (022)",276,7,159,63,37,10
"Hombres (023)",6573,332,1839,1986,1700,716
"Agric., ganadería, caza y silvicultura (024)",5350,321,1395,1524,1429,681
"Explotación de minas y canteras (026)",16,,6,6,4,
"Industrias manufactureras (027)",77,1,28,22,19,7
"Construcción (029)",136,1,39,49,44,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",150,2,69,41,30,8
"Venta, mant.y rep. veh.autom.y motoc. (031)",11,,9,1,1,
"Comercio al por mayor (032)",6,,4,2,,
"Comercio al por menor (033)",133,2,56,38,29,8
"Hoteles y restaurantes (034)",16,,12,1,3,
"Trans., almac. y comunicaciones (035)",85,,39,35,10,1
"Intermediación financiera (036)",1,,1,,,
"Activid.inmobil., empres. y alquileres (037)",15,1,4,9,1,
"Admin.pub. y defensa; p. segur.soc afil (038)",83,,21,43,18,1
"Enseñanza (039)",282,,52,149,78,3
"Servicios sociales y de salud (040)",30,,13,15,2,
"Otras activ. serv.comun.soc y personales (041)",24,,10,8,6,
"Hogares privados con servicio doméstico (042)",21,1,10,6,4,
"Actividad economica no especificada (044)",76,,29,24,20,3
"Desocupado (045)",211,5,111,54,32,9
"Mujeres (046)",3313,261,978,972,816,286
