"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BONGARA (000)",10037,638,16,5211,2584,275,617,195,501
"Empleado (001)",1305,7,,133,259,113,412,82,299
"Obrero (002)",1348,98,1,746,407,29,28,18,21
"Trabajador independiente (003)",5494,375,11,3181,1440,110,143,80,154
"Empleador o patrono (004)",203,13,,103,55,5,9,7,11
"Trabajador familiar no remunerado (005)",1506,130,4,943,368,16,23,7,15
"Trabajador del hogar (006)",181,15,,105,55,2,2,1,1
"Hombres (008)",7505,386,12,4004,2039,201,372,139,352
"Empleado (009)",800,5,,95,172,78,215,52,183
"Obrero (010)",1140,62,1,626,368,24,27,15,17
"Trabajador independiente (011)",4460,257,9,2631,1178,84,109,60,132
"Empleador o patrono (012)",170,8,,82,50,4,8,7,11
"Trabajador familiar no remunerado (013)",933,54,2,570,270,11,13,4,9
"Trabajador del hogar (014)",2,,,,1,,,1,
"Mujeres (016)",2532,252,4,1207,545,74,245,56,149
"Empleado (017)",505,2,,38,87,35,197,30,116
"Obrero (018)",208,36,,120,39,5,1,3,4
"Trabajador independiente (019)",1034,118,2,550,262,26,34,20,22
"Empleador o patrono (020)",33,5,,21,5,1,1,,
"Trabajador familiar no remunerado (021)",573,76,2,373,98,5,10,3,6
"Trabajador del hogar (022)",179,15,,105,54,2,2,,1
,,,,,,,,,
"URBANA (024)",6248,238,11,2843,1870,242,539,143,362
"Empleado (025)",1157,4,,105,224,104,385,74,261
"Obrero (026)",716,26,,378,262,22,16,6,6
"Trabajador independiente (027)",3297,130,8,1750,1060,98,116,56,79
"Empleador o patrono (028)",152,5,,79,49,4,5,5,5
"Trabajador familiar no remunerado (029)",769,61,3,441,225,12,15,2,10
"Trabajador del hogar (030)",157,12,,90,50,2,2,,1
"Hombres (032)",4341,98,8,2001,1400,176,322,98,238
"Empleado (033)",700,2,,68,147,74,206,45,158
"Obrero (034)",594,14,,302,233,18,16,5,6
"Trabajador independiente (035)",2504,61,6,1343,829,74,86,42,63
"Empleador o patrono (036)",127,3,,63,44,3,4,5,5
"Trabajador familiar no remunerado (037)",415,18,2,225,146,7,10,1,6
"Trabajador del hogar (038)",1,,,,1,,,,
"Mujeres (040)",1907,140,3,842,470,66,217,45,124
"Empleado (041)",457,2,,37,77,30,179,29,103
"Obrero (042)",122,12,,76,29,4,,1,
"Trabajador independiente (043)",793,69,2,407,231,24,30,14,16
"Empleador o patrono (044)",25,2,,16,5,1,1,,
"Trabajador familiar no remunerado (045)",354,43,1,216,79,5,5,1,4
"Trabajador del hogar (046)",156,12,,90,49,2,2,,1
,,,,,,,,,
"RURAL (048)",3789,400,5,2368,714,33,78,52,139
"Empleado (049)",148,3,,28,35,9,27,8,38
"Obrero (050)",632,72,1,368,145,7,12,12,15
"Trabajador independiente (051)",2197,245,3,1431,380,12,27,24,75
"Empleador o patrono (052)",51,8,,24,6,1,4,2,6
"Trabajador familiar no remunerado (053)",737,69,1,502,143,4,8,5,5
"Trabajador del hogar (054)",24,3,,15,5,,,1,
"Hombres (056)",3164,288,4,2003,639,25,50,41,114
"Empleado (057)",100,3,,27,25,4,9,7,25
"Obrero (058)",546,48,1,324,135,6,11,10,11
"Trabajador independiente (059)",1956,196,3,1288,349,10,23,18,69
"Empleador o patrono (060)",43,5,,19,6,1,4,2,6
"Trabajador familiar no remunerado (061)",518,36,,345,124,4,3,3,3
"Trabajador del hogar (062)",1,,,,,,,1,
"Mujeres (064)",625,112,1,365,75,8,28,11,25
"Empleado (065)",48,,,1,10,5,18,1,13
"Obrero (066)",86,24,,44,10,1,1,2,4
"Trabajador independiente (067)",241,49,,143,31,2,4,6,6
"Empleador o patrono (068)",8,3,,5,,,,,
"Trabajador familiar no remunerado (069)",219,33,1,157,19,,5,2,2
"Trabajador del hogar (070)",23,3,,15,5,,,,
