"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CORONEL PORTILLO",,,
"Viviendas particulares (001)",35042,33738,1304
"Ocupantes presentes (002)",161848,155955,5893
"Casa independiente",,,
"Viviendas particulares (004)",31428,30221,1207
"Ocupantes presentes (005)",150514,144974,5540
"Departamento en edificio",,,
"Viviendas particulares (007)",427,420,7
"Ocupantes presentes (008)",1308,1282,26
"Vivienda en quinta",,,
"Viviendas particulares (010)",2442,2382,60
"Ocupantes presentes (011)",7122,6906,216
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",369,353,16
"Ocupantes presentes (014)",1350,1287,63
"Choza o cabaña",,,
"Viviendas particulares (016)",73,73,
"Ocupantes presentes (017)",346,346,
"Vivienda improvisada",,,
"Viviendas particulares (019)",229,218,11
"Ocupantes presentes (020)",1022,985,37
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",73,70,3
"Ocupantes presentes (023)",183,172,11
"Otro tipo",,,
"Viviendas particulares (025)",1,1,
"Ocupantes presentes (026)",3,3,
,,,
URBANA,,,
"Viviendas particulares (028)",34766,33502,1264
"Ocupantes presentes (029)",160594,154909,5685
"Casa independiente",,,
"Viviendas particulares (031)",31225,30058,1167
"Ocupantes presentes (032)",149606,144274,5332
"Departamento en edificio",,,
"Viviendas particulares (034)",427,420,7
"Ocupantes presentes (035)",1308,1282,26
"Vivienda en quinta",,,
"Viviendas particulares (037)",2442,2382,60
"Ocupantes presentes (038)",7122,6906,216
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",369,353,16
"Ocupantes presentes (041)",1350,1287,63
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",229,218,11
"Ocupantes presentes (047)",1022,985,37
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",73,70,3
"Ocupantes presentes (050)",183,172,11
"Otro tipo",,,
"Viviendas particulares (052)",1,1,
"Ocupantes presentes (053)",3,3,
,,,
RURAL,,,
"Viviendas particulares (055)",276,236,40
"Ocupantes presentes (056)",1254,1046,208
"Casa independiente",,,
"Viviendas particulares (058)",203,163,40
"Ocupantes presentes (059)",908,700,208
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",73,73,
"Ocupantes presentes (071)",346,346,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
