"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia DANIEL ALCIDES CARRION",,,,,,
"Viviendas particulares (001)",10984,10719,205,49,10,1
"Ocupantes presentes (002)",47634,44669,1967,736,237,25
"Casa independiente",,,,,,
"Viviendas particulares (004)",10278,10040,183,45,9,1
"Ocupantes presentes (005)",44319,41638,1769,666,221,25
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",6,6,,,,
"Ocupantes presentes (008)",16,16,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",128,114,10,3,1,
"Ocupantes presentes (011)",581,405,109,51,16,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",115,102,12,1,,
"Ocupantes presentes (014)",514,406,89,19,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",445,445,,,,
"Ocupantes presentes (017)",2158,2158,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",9,9,,,,
"Ocupantes presentes (023)",36,36,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",3,3,,,,
"Ocupantes presentes (026)",10,10,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",6558,6309,190,48,10,1
"Ocupantes presentes (029)",27802,25010,1806,724,237,25
"Casa independiente",,,,,,
"Viviendas particulares (031)",6304,6082,168,44,9,1
"Ocupantes presentes (032)",26675,24167,1608,654,221,25
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",6,6,,,,
"Ocupantes presentes (035)",16,16,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",128,114,10,3,1,
"Ocupantes presentes (038)",581,405,109,51,16,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",115,102,12,1,,
"Ocupantes presentes (041)",514,406,89,19,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",3,3,,,,
"Ocupantes presentes (050)",10,10,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",2,2,,,,
"Ocupantes presentes (053)",6,6,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",4426,4410,15,1,,
"Ocupantes presentes (056)",19832,19659,161,12,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3974,3958,15,1,,
"Ocupantes presentes (059)",17644,17471,161,12,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",445,445,,,,
"Ocupantes presentes (071)",2158,2158,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",6,6,,,,
"Ocupantes presentes (077)",26,26,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",4,4,,,,
