"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUALLAGA (000)",24448,10509,2317,434,11215
"Menos de 1 año (001)",485,331,47,5,102
"De 1 a 14 años (002)",7913,5245,670,97,1910
"De 15 a 29 años (003)",6250,2178,345,83,3646
"De 30 a 44 años (004)",4954,1441,559,111,2853
"De 45 a 64 años (005)",3414,950,483,89,1896
"De 65 y mas años (006)",1432,364,213,49,808
"Hombres (008)",12916,5296,1139,236,6255
"Menos de 1 año (009)",237,167,27,3,40
"De 1 a 14 años (010)",4081,2696,336,45,1006
"De 15 a 29 años (011)",3275,1028,160,47,2041
"De 30 a 44 años (012)",2680,715,259,66,1645
"De 45 a 64 años (013)",1909,497,253,44,1117
"De 65 y mas años (014)",734,193,104,31,406
"Mujeres (016)",11532,5213,1178,198,4960
"Menos de 1 año (017)",248,164,20,2,62
"De 1 a 14 años (018)",3832,2549,334,52,904
"De 15 a 29 años (019)",2975,1150,185,36,1605
"De 30 a 44 años (020)",2274,726,300,45,1208
"De 45 a 64 años (021)",1505,453,230,45,779
"De 65 y mas años (022)",698,171,109,18,402
,,,,,
"URBANA (024)",13281,5542,1986,368,5403
"Menos de 1 año (025)",208,140,29,5,34
"De 1 a 14 años (026)",3747,2462,527,79,683
"De 15 a 29 años (027)",3069,1196,271,74,1529
"De 30 a 44 años (028)",2983,843,509,96,1544
"De 45 a 64 años (029)",2210,632,446,71,1064
"De 65 y mas años (030)",1064,269,204,43,549
"Hombres (032)",6791,2758,955,198,2887
"Menos de 1 año (033)",95,63,14,3,15
"De 1 a 14 años (034)",1910,1273,254,39,345
"De 15 a 29 años (035)",1555,571,128,42,815
"De 30 a 44 años (036)",1518,395,229,56,842
"De 45 a 64 años (037)",1195,321,230,32,613
"De 65 y mas años (038)",518,135,100,26,257
"Mujeres (040)",6490,2784,1031,170,2516
"Menos de 1 año (041)",113,77,15,2,19
"De 1 a 14 años (042)",1837,1189,273,40,338
"De 15 a 29 años (043)",1514,625,143,32,714
"De 30 a 44 años (044)",1465,448,280,40,702
"De 45 a 64 años (045)",1015,311,216,39,451
"De 65 y mas años (046)",546,134,104,17,292
,,,,,
"RURAL (048)",11167,4967,331,66,5812
"Menos de 1 año (049)",277,191,18,,68
"De 1 a 14 años (050)",4166,2783,143,18,1227
"De 15 a 29 años (051)",3181,982,74,9,2117
"De 30 a 44 años (052)",1971,598,50,15,1309
"De 45 a 64 años (053)",1204,318,37,18,832
"De 65 y mas años (054)",368,95,9,6,259
"Hombres (056)",6125,2538,184,38,3368
"Menos de 1 año (057)",142,104,13,,25
"De 1 a 14 años (058)",2171,1423,82,6,661
"De 15 a 29 años (059)",1720,457,32,5,1226
"De 30 a 44 años (060)",1162,320,30,10,803
"De 45 a 64 años (061)",714,176,23,12,504
"De 65 y mas años (062)",216,58,4,5,149
"Mujeres (064)",5042,2429,147,28,2444
"Menos de 1 año (065)",135,87,5,,43
"De 1 a 14 años (066)",1995,1360,61,12,566
"De 15 a 29 años (067)",1461,525,42,4,891
"De 30 a 44 años (068)",809,278,20,5,506
"De 45 a 64 años (069)",490,142,14,6,328
"De 65 y mas años (070)",152,37,5,1,110
