"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia NAZCA",,,,,,
"Viviendas particulares (001)",15292,14926,310,46,8,2
"Ocupantes presentes (002)",55899,52918,2299,528,120,34
"Casa independiente",,,,,,
"Viviendas particulares (004)",13853,13502,300,43,6,2
"Ocupantes presentes (005)",51819,48986,2222,480,97,34
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",115,112,3,,,
"Ocupantes presentes (008)",361,340,21,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",249,246,1,1,1,
"Ocupantes presentes (011)",661,636,6,10,9,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",180,177,1,1,1,
"Ocupantes presentes (014)",509,472,10,13,14,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",349,344,4,1,,
"Ocupantes presentes (017)",1155,1098,32,25,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",390,389,1,,,
"Ocupantes presentes (020)",1005,997,8,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",32,32,,,,
"Ocupantes presentes (023)",84,84,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",124,124,,,,
"Ocupantes presentes (026)",305,305,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",13245,12897,293,45,8,2
"Ocupantes presentes (029)",48937,46097,2183,503,120,34
"Casa independiente",,,,,,
"Viviendas particulares (031)",12157,11819,287,43,6,2
"Ocupantes presentes (032)",46021,43272,2138,480,97,34
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",115,112,3,,,
"Ocupantes presentes (035)",361,340,21,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",249,246,1,1,1,
"Ocupantes presentes (038)",661,636,6,10,9,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",180,177,1,1,1,
"Ocupantes presentes (041)",509,472,10,13,14,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",390,389,1,,,
"Ocupantes presentes (047)",1005,997,8,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",31,31,,,,
"Ocupantes presentes (050)",78,78,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",123,123,,,,
"Ocupantes presentes (053)",302,302,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2047,2029,17,1,,
"Ocupantes presentes (056)",6962,6821,116,25,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1696,1683,13,,,
"Ocupantes presentes (059)",5798,5714,84,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",349,344,4,1,,
"Ocupantes presentes (071)",1155,1098,32,25,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",6,6,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",3,3,,,,
