"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHANCHAMAYO",,,,,,,,,
"Viviendas particulares (001)",17998,1643,1322,543,1640,358,926,406,11160
"Ocupantes presentes (002)",75615,7171,5888,2306,7122,1311,3528,1603,46686
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",15345,1460,1178,464,1398,308,721,332,9484
"Ocupantes presentes (005)",65644,6502,5266,2006,6132,1137,2870,1339,40392
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",568,45,15,8,25,24,88,28,335
"Ocupantes presentes (008)",1808,150,67,30,86,72,243,73,1087
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",896,63,55,34,65,11,58,23,587
"Ocupantes presentes (011)",3429,225,245,147,278,35,210,108,2181
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",888,50,49,31,89,14,41,22,592
"Ocupantes presentes (014)",3489,188,211,101,343,65,142,82,2357
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",120,3,6,1,43,,,,67
"Ocupantes presentes (017)",539,11,21,5,192,,,,310
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",105,13,11,4,15,1,8,1,52
"Ocupantes presentes (020)",438,52,48,14,70,2,27,1,224
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",74,9,8,1,4,,10,,42
"Ocupantes presentes (023)",264,43,30,3,18,,36,,134
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,1,,,,1
"Ocupantes presentes (026)",4,,,,3,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",15561,1530,1252,481,1316,336,921,370,9355
"Ocupantes presentes (029)",65974,6682,5588,2069,5779,1224,3508,1483,39641
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",13032,1350,1114,403,1117,286,716,296,7750
"Ocupantes presentes (032)",56550,6024,4987,1774,4981,1050,2850,1219,33665
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",568,45,15,8,25,24,88,28,335
"Ocupantes presentes (035)",1808,150,67,30,86,72,243,73,1087
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",896,63,55,34,65,11,58,23,587
"Ocupantes presentes (038)",3429,225,245,147,278,35,210,108,2181
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",888,50,49,31,89,14,41,22,592
"Ocupantes presentes (041)",3489,188,211,101,343,65,142,82,2357
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",105,13,11,4,15,1,8,1,52
"Ocupantes presentes (047)",438,52,48,14,70,2,27,1,224
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",71,9,8,1,4,,10,,39
"Ocupantes presentes (050)",257,43,30,3,18,,36,,127
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,1,,,,
"Ocupantes presentes (053)",3,,,,3,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2437,113,70,62,324,22,5,36,1805
"Ocupantes presentes (056)",9641,489,300,237,1343,87,20,120,7045
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2313,110,64,61,281,22,5,36,1734
"Ocupantes presentes (059)",9094,478,279,232,1151,87,20,120,6727
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",120,3,6,1,43,,,,67
"Ocupantes presentes (071)",539,11,21,5,192,,,,310
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
