"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JUNIN (000)",27087,3567,3423,562,19575
"Hombres (001)",13041,1781,1726,357,9209
"Mujeres (002)",14046,1786,1697,205,10366
"PEA (003)",9907,230,1381,305,8022
"Hombres (004)",6723,142,884,248,5476
"Mujeres (005)",3184,88,497,57,2546
"Ocupada (006)",9244,213,1342,295,7424
"Hombres (007)",6221,129,854,239,5025
"Mujeres (008)",3023,84,488,56,2399
"Desocupada (009)",663,17,39,10,598
"Hombres (010)",502,13,30,9,451
"Mujeres (011)",161,4,9,1,147
"No PEA (012)",17180,3337,2042,257,11553
"Hombres (013)",6318,1639,842,109,3733
"Mujeres (014)",10862,1698,1200,148,7820
,,,,,
"URBANA (018)",19139,2444,3011,470,13254
"Hombres (019)",8993,1208,1483,309,6025
"Mujeres (020)",10146,1236,1528,161,7229
"PEA (021)",6514,184,1139,265,4957
"Hombres (022)",4129,113,708,217,3118
"Mujeres (023)",2385,71,431,48,1839
"Ocupada (024)",5942,169,1100,255,4448
"Hombres (025)",3701,102,678,208,2739
"Mujeres (026)",2241,67,422,47,1709
"Desocupada (027)",572,15,39,10,509
"Hombres (028)",428,11,30,9,379
"Mujeres (029)",144,4,9,1,130
"No PEA (030)",12625,2260,1872,205,8297
"Hombres (031)",4864,1095,775,92,2907
"Mujeres (032)",7761,1165,1097,113,5390
,,,,,
"RURAL (036)",7948,1123,412,92,6321
"Hombres (037)",4048,573,243,48,3184
"Mujeres (038)",3900,550,169,44,3137
"PEA (039)",3393,46,242,40,3065
"Hombres (040)",2594,29,176,31,2358
"Mujeres (041)",799,17,66,9,707
"Ocupada (042)",3302,44,242,40,2976
"Hombres (043)",2520,27,176,31,2286
"Mujeres (044)",782,17,66,9,690
"Desocupada (045)",91,2,,,89
"Hombres (046)",74,2,,,72
"Mujeres (047)",17,,,,17
"No PEA (048)",4555,1077,170,52,3256
"Hombres (049)",1454,544,67,17,826
"Mujeres (050)",3101,533,103,35,2430
