"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SATIPO",,,,,,,,,
"Hogares (001)",42437,734,263,197,158,80,73,76,40856
"Ocupantes presentes (002)",190821,2824,940,710,652,369,364,503,184459
"Casa independiente",,,,,,,,,
"Hogares (004)",24790,524,190,138,108,53,57,62,23658
"Ocupantes presentes (005)",108612,2022,687,510,442,246,285,397,104023
"Departamento en edificio",,,,,,,,,
"Hogares (007)",155,6,1,2,2,,1,,143
"Ocupantes presentes (008)",535,11,4,8,8,,1,,503
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",1040,37,17,21,14,7,5,3,936
"Ocupantes presentes (011)",3270,77,64,59,51,28,28,16,2947
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",669,17,14,11,9,1,,3,614
"Ocupantes presentes (014)",2410,54,35,40,33,6,,20,2222
"Choza o cabaña",,,,,,,,,
"Hogares (016)",15409,142,37,25,21,18,10,8,15148
"Ocupantes presentes (017)",74448,634,140,93,103,84,50,70,73274
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",133,4,1,,3,1,,,124
"Ocupantes presentes (020)",537,10,2,,11,5,,,509
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",64,1,2,,1,,,,60
"Ocupantes presentes (023)",236,1,7,,4,,,,224
"Otro tipo",,,,,,,,,
"Hogares (025)",177,3,1,,,,,,173
"Ocupantes presentes (026)",773,15,1,,,,,,757
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",12457,384,150,132,105,47,49,48,11542
"Ocupantes presentes (029)",51152,1382,485,452,415,219,248,341,47610
"Casa independiente",,,,,,,,,
"Hogares (031)",10424,319,115,98,76,38,43,42,9693
"Ocupantes presentes (032)",44314,1229,377,345,308,180,219,305,41351
"Departamento en edificio",,,,,,,,,
"Hogares (034)",155,6,1,2,2,,1,,143
"Ocupantes presentes (035)",535,11,4,8,8,,1,,503
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",1040,37,17,21,14,7,5,3,936
"Ocupantes presentes (038)",3270,77,64,59,51,28,28,16,2947
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",669,17,14,11,9,1,,3,614
"Ocupantes presentes (041)",2410,54,35,40,33,6,,20,2222
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",133,4,1,,3,1,,,124
"Ocupantes presentes (047)",537,10,2,,11,5,,,509
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",24,1,1,,1,,,,21
"Ocupantes presentes (050)",49,1,2,,4,,,,42
"Otro tipo",,,,,,,,,
"Hogares (052)",12,,1,,,,,,11
"Ocupantes presentes (053)",37,,1,,,,,,36
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",29980,350,113,65,53,33,24,28,29314
"Ocupantes presentes (056)",139669,1442,455,258,237,150,116,162,136849
"Casa independiente",,,,,,,,,
"Hogares (058)",14366,205,75,40,32,15,14,20,13965
"Ocupantes presentes (059)",64298,793,310,165,134,66,66,92,62672
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",15409,142,37,25,21,18,10,8,15148
"Ocupantes presentes (071)",74448,634,140,93,103,84,50,70,73274
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",40,,1,,,,,,39
"Ocupantes presentes (077)",187,,5,,,,,,182
"Otro tipo",,,,,,,,,
"Hogares (079)",165,3,,,,,,,162
"Ocupantes presentes (080)",736,15,,,,,,,721
