"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia HUAYLAS",,,,,,,,
"Viviendas particulares (001)",12729,9881,2494,230,13,13,6,92
"Ocupantes presentes (002)",53368,42064,10048,833,46,52,33,292
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",12527,9780,2421,210,13,11,5,87
"Ocupantes presentes (005)",52604,41645,9797,776,46,44,24,272
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",28,,17,10,,,1,
"Ocupantes presentes (008)",99,,63,27,,,9,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",45,,41,2,,2,,
"Ocupantes presentes (011)",153,,135,10,,8,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",45,21,14,6,,,,4
"Ocupantes presentes (014)",172,90,52,13,,,,17
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",73,72,1,,,,,
"Ocupantes presentes (017)",316,315,1,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",8,5,,2,,,,1
"Ocupantes presentes (023)",21,11,,7,,,,3
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,
"Ocupantes presentes (026)",2,2,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",4224,1934,1973,218,10,11,5,73
"Ocupantes presentes (029)",17187,8074,7977,788,41,42,29,236
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",4103,1912,1901,198,10,9,4,69
"Ocupantes presentes (032)",16755,7983,7727,731,41,34,20,219
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",28,,17,10,,,1,
"Ocupantes presentes (035)",99,,63,27,,,9,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",45,,41,2,,2,,
"Ocupantes presentes (038)",153,,135,10,,8,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",45,21,14,6,,,,4
"Ocupantes presentes (041)",172,90,52,13,,,,17
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",2,,,2,,,,
"Ocupantes presentes (050)",7,,,7,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",8505,7947,521,12,3,2,1,19
"Ocupantes presentes (056)",36181,33990,2071,45,5,10,4,56
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",8424,7868,520,12,3,2,1,18
"Ocupantes presentes (059)",35849,33662,2070,45,5,10,4,53
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",73,72,1,,,,,
"Ocupantes presentes (071)",316,315,1,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",6,5,,,,,,1
"Ocupantes presentes (077)",14,11,,,,,,3
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",2,2,,,,,,
"Ocupantes presentes (080)",2,2,,,,,,
