"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia SIHUAS",,,,,,,
"Viviendas particulares (001)",6966,995,152,76,2168,94,3481
"Ocupantes presentes (002)",30554,4020,668,347,10338,375,14806
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6872,979,150,73,2165,93,3412
"Ocupantes presentes (005)",30199,3960,656,335,10321,371,14556
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",18,14,2,,,,2
"Ocupantes presentes (014)",70,52,12,,,,6
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",72,,,1,3,1,67
"Ocupantes presentes (017)",275,,,10,17,4,244
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,1,,,,,
"Ocupantes presentes (020)",3,3,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",3,1,,2,,,
"Ocupantes presentes (023)",7,5,,2,,,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1861,935,119,29,242,20,516
"Ocupantes presentes (029)",7833,3780,533,142,1157,82,2139
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1841,919,117,29,242,20,514
"Ocupantes presentes (032)",7755,3720,521,142,1157,82,2133
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",18,14,2,,,,2
"Ocupantes presentes (041)",70,52,12,,,,6
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,1,,,,,
"Ocupantes presentes (047)",3,3,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,1,,,,,
"Ocupantes presentes (050)",5,5,,,,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5105,60,33,47,1926,74,2965
"Ocupantes presentes (056)",22721,240,135,205,9181,293,12667
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5031,60,33,44,1923,73,2898
"Ocupantes presentes (059)",22444,240,135,193,9164,289,12423
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",72,,,1,3,1,67
"Ocupantes presentes (071)",275,,,10,17,4,244
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,,,2,,,
"Ocupantes presentes (077)",2,,,2,,,
"Otro tipo",,,,,,,
