"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TARMA (000)",1813,487,1326
"Sin nivel (001)",56,13,43
"Educación inicial (002)",4,1,3
"Primaria (003)",411,77,334
"Secundaria (004)",755,231,524
"Superior no univ. incompleta (005)",129,41,88
"Superior no univ. completa (006)",208,56,152
"Superior univ. incompleta (007)",72,18,54
"Superior univ. completa (008)",178,50,128
"De 14 a 29 años (010)",996,396,600
"Sin nivel (011)",15,9,6
"Educación inicial (012)",3,1,2
"Primaria (013)",174,60,114
"Secundaria (014)",463,189,274
"Superior no univ. incompleta (015)",84,37,47
"Superior no univ. completa (016)",122,46,76
"Superior univ. incompleta (017)",44,14,30
"Superior univ. completa (018)",91,40,51
"De 30 a 44 años (020)",485,75,410
"Sin nivel (021)",12,3,9
"Educación inicial (022)",1,,1
"Primaria (023)",102,13,89
"Secundaria (024)",185,33,152
"Superior no univ. incompleta (025)",35,3,32
"Superior no univ. completa (026)",65,9,56
"Superior univ. incompleta (027)",20,4,16
"Superior univ. completa (028)",65,10,55
"De 45 a 64 años (030)",280,16,264
"Sin nivel (031)",19,1,18
"Primaria (033)",107,4,103
"Secundaria (034)",99,9,90
"Superior no univ. incompleta (035)",9,1,8
"Superior no univ. completa (036)",18,1,17
"Superior univ. incompleta (037)",7,,7
"Superior univ. completa (038)",21,,21
"De 65 y más años (040)",52,,52
"Sin nivel (041)",10,,10
"Primaria (043)",28,,28
"Secundaria (044)",8,,8
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",3,,3
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",1465,394,1071
"Sin nivel (051)",40,11,29
"Educación inicial (052)",4,1,3
"Primaria (053)",277,48,229
"Secundaria (054)",599,186,413
"Superior no univ. incompleta (055)",117,37,80
"Superior no univ. completa (056)",189,48,141
"Superior univ. incompleta (057)",69,17,52
"Superior univ. completa (058)",170,46,124
"De 14 a 29 años (060)",783,312,471
"Sin nivel (061)",13,8,5
"Educación inicial (062)",3,1,2
"Primaria (063)",104,35,69
"Secundaria (064)",352,147,205
"Superior no univ. incompleta (065)",74,33,41
"Superior no univ. completa (066)",111,39,72
"Superior univ. incompleta (067)",41,13,28
"Superior univ. completa (068)",85,36,49
"De 30 a 44 años (070)",413,68,345
"Sin nivel (071)",9,2,7
"Educación inicial (072)",1,,1
"Primaria (073)",74,11,63
"Secundaria (074)",154,30,124
"Superior no univ. incompleta (075)",33,3,30
"Superior no univ. completa (076)",58,8,50
"Superior univ. incompleta (077)",20,4,16
"Superior univ. completa (078)",64,10,54
"De 45 a 64 años (080)",231,14,217
"Sin nivel (081)",12,1,11
"Primaria (083)",80,2,78
"Secundaria (084)",86,9,77
"Superior no univ. incompleta (085)",9,1,8
"Superior no univ. completa (086)",17,1,16
"Superior univ. incompleta (087)",7,,7
"Superior univ. completa (088)",20,,20
"De 65 y más años (090)",38,,38
"Sin nivel (091)",6,,6
"Primaria (093)",19,,19
"Secundaria (094)",7,,7
"Superior no univ. incompleta (095)",1,,1
"Superior no univ. completa (096)",3,,3
"Superior univ. incompleta (097)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",348,93,255
"Sin nivel (101)",16,2,14
"Primaria (103)",134,29,105
"Secundaria (104)",156,45,111
"Superior no univ. incompleta (105)",12,4,8
"Superior no univ. completa (106)",19,8,11
"Superior univ. incompleta (107)",3,1,2
"Superior univ. completa (108)",8,4,4
"De 14 a 29 años (110)",213,84,129
"Sin nivel (111)",2,1,1
"Primaria (113)",70,25,45
"Secundaria (114)",111,42,69
"Superior no univ. incompleta (115)",10,4,6
"Superior no univ. completa (116)",11,7,4
"Superior univ. incompleta (117)",3,1,2
"Superior univ. completa (118)",6,4,2
"De 30 a 44 años (120)",72,7,65
"Sin nivel (121)",3,1,2
"Primaria (123)",28,2,26
"Secundaria (124)",31,3,28
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",7,1,6
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",49,2,47
"Sin nivel (131)",7,,7
"Primaria (133)",27,2,25
"Secundaria (134)",13,,13
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",14,,14
"Sin nivel (141)",4,,4
"Primaria (143)",9,,9
"Secundaria (144)",1,,1
