"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia FERREÑAFE",,,,,,,,,
"Viviendas particulares (001)",10832,1161,3501,2213,1633,192,94,38,2000
"Ocupantes presentes (002)",47709,4858,15067,9849,7476,936,458,176,8889
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10631,1147,3437,2127,1622,188,93,38,1979
"Ocupantes presentes (005)",47095,4815,14889,9575,7438,925,457,176,8820
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",55,1,9,30,4,,1,,10
"Ocupantes presentes (008)",184,3,29,104,11,,1,,36
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",31,8,12,6,,4,,,1
"Ocupantes presentes (011)",89,24,34,16,,11,,,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",25,2,9,5,5,,,,4
"Ocupantes presentes (014)",92,10,30,24,19,,,,9
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,,2,,1,,,,2
"Ocupantes presentes (017)",18,,5,,7,,,,6
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",76,2,27,42,1,,,,4
"Ocupantes presentes (020)",219,5,75,124,1,,,,14
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,1,5,3,,,,,
"Ocupantes presentes (023)",12,1,5,6,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",8856,944,3143,2203,1425,191,93,27,830
"Ocupantes presentes (029)",38960,3967,13517,9791,6515,928,455,120,3667
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",8663,931,3082,2118,1415,187,92,27,811
"Ocupantes presentes (032)",38370,3925,13345,9521,6484,917,454,120,3604
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",55,1,9,30,4,,1,,10
"Ocupantes presentes (035)",184,3,29,104,11,,1,,36
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",31,8,12,6,,4,,,1
"Ocupantes presentes (038)",89,24,34,16,,11,,,4
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",25,2,9,5,5,,,,4
"Ocupantes presentes (041)",92,10,30,24,19,,,,9
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",76,2,27,42,1,,,,4
"Ocupantes presentes (047)",219,5,75,124,1,,,,14
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,,4,2,,,,,
"Ocupantes presentes (050)",6,,4,2,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1976,217,358,10,208,1,1,11,1170
"Ocupantes presentes (056)",8749,891,1550,58,961,8,3,56,5222
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1968,216,355,9,207,1,1,11,1168
"Ocupantes presentes (059)",8725,890,1544,54,954,8,3,56,5216
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,,2,,1,,,,2
"Ocupantes presentes (071)",18,,5,,7,,,,6
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,1,1,1,,,,,
"Ocupantes presentes (077)",6,1,1,4,,,,,
"Otro tipo",,,,,,,,,
