"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CANTA",,,,,,,,,
"Viviendas particulares (001)",4013,2222,474,269,136,140,479,211,82
"Ocupantes presentes (002)",13324,7744,1622,863,338,448,1435,670,204
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3677,2181,430,263,113,134,302,188,66
"Ocupantes presentes (005)",12317,7615,1458,845,300,423,944,577,155
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",23,10,12,,,,,1,
"Ocupantes presentes (011)",66,23,42,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",71,26,32,2,,1,1,8,1
"Ocupantes presentes (014)",250,85,122,4,,7,5,26,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",224,,,4,20,5,173,7,15
"Ocupantes presentes (017)",627,,,14,35,18,482,30,48
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,1,
"Ocupantes presentes (020)",6,,,,,,,6,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",12,3,,,1,,2,6,
"Ocupantes presentes (023)",50,17,,,1,,2,30,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,2,,1,,
"Ocupantes presentes (026)",4,,,,2,,2,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1959,1428,290,71,,8,34,78,50
"Ocupantes presentes (029)",6342,4678,965,194,,41,107,248,109
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1858,1387,246,69,,7,32,68,49
"Ocupantes presentes (032)",5998,4549,801,190,,34,101,215,108
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",23,10,12,,,,,1,
"Ocupantes presentes (038)",66,23,42,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",71,26,32,2,,1,1,8,1
"Ocupantes presentes (041)",250,85,122,4,,7,5,26,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,1,
"Ocupantes presentes (047)",6,,,,,,,6,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,3,,,,,1,,
"Ocupantes presentes (050)",18,17,,,,,1,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2054,794,184,198,136,132,445,133,32
"Ocupantes presentes (056)",6982,3066,657,669,338,407,1328,422,95
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1819,794,184,194,113,127,270,120,17
"Ocupantes presentes (059)",6319,3066,657,655,300,389,843,362,47
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",224,,,4,20,5,173,7,15
"Ocupantes presentes (071)",627,,,14,35,18,482,30,48
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,,,,1,,1,6,
"Ocupantes presentes (077)",32,,,,1,,1,30,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,2,,1,,
"Ocupantes presentes (080)",4,,,,2,,2,,
