"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia DOS DE MAYO (000)",714,25,393,181,87,28
"Sin nivel (001)",52,7,12,10,16,7
"Educación inicial (002)",6,2,3,1,,
"Primaria (003)",287,15,126,78,49,19
"Secundaria (004)",227,1,158,52,14,2
"Superior no univ. incompleta (005)",25,,21,3,1,
"Superior no univ. completa (006)",91,,58,27,6,
"Superior univ. incompleta (007)",7,,6,1,,
"Superior univ. completa (008)",19,,9,9,1,
"Hombres (010)",530,13,265,151,79,22
"Sin nivel (011)",32,4,7,5,13,3
"Educación inicial (012)",2,,1,1,,
"Primaria (013)",219,8,78,69,47,17
"Secundaria (014)",187,1,124,47,13,2
"Superior no univ. incompleta (015)",20,,16,3,1,
"Superior no univ. completa (016)",51,,29,18,4,
"Superior univ. incompleta (017)",5,,4,1,,
"Superior univ. completa (018)",14,,6,7,1,
"Mujeres (020)",184,12,128,30,8,6
"Sin nivel (021)",20,3,5,5,3,4
"Educación inicial (022)",4,2,2,,,
"Primaria (023)",68,7,48,9,2,2
"Secundaria (024)",40,,34,5,1,
"Superior no univ. incompleta (025)",5,,5,,,
"Superior no univ. completa (026)",40,,29,9,2,
"Superior univ. incompleta (027)",2,,2,,,
"Superior univ. completa (028)",5,,3,2,,
,,,,,,
"Area Urbana (030)",309,4,164,91,42,8
"Sin nivel (031)",12,,3,1,5,3
"Educación inicial (032)",1,,1,,,
"Primaria (033)",81,3,21,29,24,4
"Secundaria (034)",102,1,66,28,6,1
"Superior no univ. incompleta (035)",18,,15,2,1,
"Superior no univ. completa (036)",76,,47,23,6,
"Superior univ. incompleta (037)",6,,5,1,,
"Superior univ. completa (038)",13,,6,7,,
"Hombres (040)",232,2,113,75,36,6
"Sin nivel (041)",8,,3,1,3,1
"Educación inicial (042)",1,,1,,,
"Primaria (043)",69,1,16,26,22,4
"Secundaria (044)",86,1,53,25,6,1
"Superior no univ. incompleta (045)",14,,11,2,1,
"Superior no univ. completa (046)",41,,22,15,4,
"Superior univ. incompleta (047)",4,,3,1,,
"Superior univ. completa (048)",9,,4,5,,
"Mujeres (050)",77,2,51,16,6,2
"Sin nivel (051)",4,,,,2,2
"Primaria (053)",12,2,5,3,2,
"Secundaria (054)",16,,13,3,,
"Superior no univ. incompleta (055)",4,,4,,,
"Superior no univ. completa (056)",35,,25,8,2,
"Superior univ. incompleta (057)",2,,2,,,
"Superior univ. completa (058)",4,,2,2,,
,,,,,,
"Area Rural (060)",405,21,229,90,45,20
"Sin nivel (061)",40,7,9,9,11,4
"Educación inicial (062)",5,2,2,1,,
"Primaria (063)",206,12,105,49,25,15
"Secundaria (064)",125,,92,24,8,1
"Superior no univ. incompleta (065)",7,,6,1,,
"Superior no univ. completa (066)",15,,11,4,,
"Superior univ. incompleta (067)",1,,1,,,
"Superior univ. completa (068)",6,,3,2,1,
"Hombres (070)",298,11,152,76,43,16
"Sin nivel (071)",24,4,4,4,10,2
"Educación inicial (072)",1,,,1,,
"Primaria (073)",150,7,62,43,25,13
"Secundaria (074)",101,,71,22,7,1
"Superior no univ. incompleta (075)",6,,5,1,,
"Superior no univ. completa (076)",10,,7,3,,
"Superior univ. incompleta (077)",1,,1,,,
"Superior univ. completa (078)",5,,2,2,1,
"Mujeres (080)",107,10,77,14,2,4
"Sin nivel (081)",16,3,5,5,1,2
"Educación inicial (082)",4,2,2,,,
"Primaria (083)",56,5,43,6,,2
"Secundaria (084)",24,,21,2,1,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",5,,4,1,,
"Superior univ. completa (088)",1,,1,,,
