"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia YAROWILCA",,,
"Viviendas particulares (001)",8160,1828,6332
"Ocupantes presentes (002)",32339,7356,24983
"Casa independiente",,,
"Viviendas particulares (004)",8045,1825,6220
"Ocupantes presentes (005)",32023,7345,24678
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",3,1,2
"Ocupantes presentes (014)",11,7,4
"Choza o cabaña",,,
"Viviendas particulares (016)",110,1,109
"Ocupantes presentes (017)",301,3,298
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,1,1
"Ocupantes presentes (023)",4,1,3
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1995,1211,784
"Ocupantes presentes (029)",7883,4959,2924
"Casa independiente",,,
"Viviendas particulares (031)",1990,1209,781
"Ocupantes presentes (032)",7868,4951,2917
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",3,1,2
"Ocupantes presentes (041)",11,7,4
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,1,1
"Ocupantes presentes (050)",4,1,3
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",6165,617,5548
"Ocupantes presentes (056)",24456,2397,22059
"Casa independiente",,,
"Viviendas particulares (058)",6055,616,5439
"Ocupantes presentes (059)",24155,2394,21761
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",110,1,109
"Ocupantes presentes (071)",301,3,298
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
