"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia JUNIN (000)",9244,7457,448,288,1051
"Empleado (001)",1671,458,173,149,891
"Obrero (002)",1372,1000,89,130,153
"Trabajador independiente (003)",4938,4827,111,,
"Empleador o patrono (004)",312,270,36,4,2
"Trabajador familiar no remunerado (005)",865,816,39,5,5
"Trabajador del hogar (006)",86,86,,,
"De 06 a 14 años (008)",81,71,10,,
"Empleado (009)",9,8,1,,
"Obrero (010)",8,8,,,
"Trabajador independiente (011)",13,13,,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",45,36,9,,
"Trabajador del hogar (014)",5,5,,,
"De 15 a 29 años (016)",2455,1912,150,83,310
"Empleado (017)",495,159,47,38,251
"Obrero (018)",410,276,35,43,56
"Trabajador independiente (019)",1013,977,36,,
"Empleador o patrono (020)",71,55,15,,1
"Trabajador familiar no remunerado (021)",433,412,17,2,2
"Trabajador del hogar (022)",33,33,,,
"De 30 a 44 años (024)",3064,2310,179,118,457
"Empleado (025)",725,175,87,68,395
"Obrero (026)",467,326,34,47,60
"Trabajador independiente (027)",1578,1536,42,,
"Empleador o patrono (028)",97,88,8,1,
"Trabajador familiar no remunerado (029)",174,162,8,2,2
"Trabajador del hogar (030)",23,23,,,
"De 45 a 64 años (032)",2680,2221,97,84,278
"Empleado (033)",419,103,34,41,241
"Obrero (034)",376,282,18,40,36
"Trabajador independiente (035)",1620,1591,29,,
"Empleador o patrono (036)",98,83,12,2,1
"Trabajador familiar no remunerado (037)",146,141,4,1,
"Trabajador del hogar (038)",21,21,,,
"De 65 y más años (040)",964,943,12,3,6
"Empleado (041)",23,13,4,2,4
"Obrero (042)",111,108,2,,1
"Trabajador independiente (043)",714,710,4,,
"Empleador o patrono (044)",45,43,1,1,
"Trabajador familiar no remunerado (045)",67,65,1,,1
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",5942,4368,355,217,1002
"Empleado (049)",1529,400,143,131,855
"Obrero (050)",881,599,61,79,142
"Trabajador independiente (051)",2936,2837,99,,
"Empleador o patrono (052)",148,112,30,4,2
"Trabajador familiar no remunerado (053)",369,341,22,3,3
"Trabajador del hogar (054)",79,79,,,
"De 06 a 14 años (056)",51,46,5,,
