"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia HUARAL",,,,,,,,,
"Viviendas particulares (001)",39427,20133,15773,332,372,2426,145,42,204
"Ocupantes presentes (002)",161991,85945,62678,1306,1461,9367,368,179,687
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",35893,18670,14799,270,318,1497,116,40,183
"Ocupantes presentes (005)",149183,80709,59138,1066,1289,5866,308,176,631
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",768,731,32,4,,,,1,
"Ocupantes presentes (008)",2702,2572,118,11,,,,1,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",821,349,457,6,9,,,,
"Ocupantes presentes (011)",2903,1323,1542,14,24,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",775,340,407,6,12,8,,1,1
"Ocupantes presentes (014)",2909,1229,1571,37,33,36,,2,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",312,,60,19,32,167,29,,5
"Ocupantes presentes (017)",1110,,253,69,114,607,60,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",781,,,24,,749,,,8
"Ocupantes presentes (020)",2971,,,96,,2845,,,30
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",70,43,18,3,1,5,,,
"Ocupantes presentes (023)",195,112,56,13,1,13,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",7,,,,,,,,7
"Ocupantes presentes (026)",18,,,,,,,,18
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",32491,18174,11736,282,190,1889,78,35,107
"Ocupantes presentes (029)",135396,78147,47234,1117,755,7343,245,153,402
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",29282,16715,10828,239,168,1127,78,33,94
"Ocupantes presentes (032)",123732,72927,43962,946,697,4449,245,150,356
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",768,731,32,4,,,,1,
"Ocupantes presentes (035)",2702,2572,118,11,,,,1,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",821,349,457,6,9,,,,
"Ocupantes presentes (038)",2903,1323,1542,14,24,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",775,340,407,6,12,8,,1,1
"Ocupantes presentes (041)",2909,1229,1571,37,33,36,,2,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",781,,,24,,749,,,8
"Ocupantes presentes (047)",2971,,,96,,2845,,,30
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",60,39,12,3,1,5,,,
"Ocupantes presentes (050)",164,96,41,13,1,13,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",15,,,,,,,,15
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6936,1959,4037,50,182,537,67,7,97
"Ocupantes presentes (056)",26595,7798,15444,189,706,2024,123,26,285
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6611,1955,3971,31,150,370,38,7,89
"Ocupantes presentes (059)",25451,7782,15176,120,592,1417,63,26,275
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",312,,60,19,32,167,29,,5
"Ocupantes presentes (071)",1110,,253,69,114,607,60,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",10,4,6,,,,,,
"Ocupantes presentes (077)",31,16,15,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",3,,,,,,,,3
