"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CASMA",,,,,,,,,
"Viviendas particulares (001)",7094,775,577,87,149,55,20,11,5420
"Ocupantes presentes (002)",30008,2863,2470,399,603,219,63,37,23354
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6946,767,575,87,136,54,20,11,5296
"Ocupantes presentes (005)",29512,2831,2462,399,564,215,63,37,22941
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",27,,,,,,,,27
"Ocupantes presentes (008)",81,,,,,,,,81
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",42,1,,,,,,,41
"Ocupantes presentes (011)",135,2,,,,,,,133
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",17,,,,,,,,17
"Ocupantes presentes (014)",49,,,,,,,,49
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,,,,,1
"Ocupantes presentes (017)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",56,7,2,,13,1,,,33
"Ocupantes presentes (020)",194,30,8,,39,4,,,113
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,,,,,,,,5
"Ocupantes presentes (023)",30,,,,,,,,30
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5989,662,307,58,101,53,20,9,4779
"Ocupantes presentes (029)",25401,2378,1321,259,397,210,63,32,20741
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5842,654,305,58,88,52,20,9,4656
"Ocupantes presentes (032)",24912,2346,1313,259,358,206,63,32,20335
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",27,,,,,,,,27
"Ocupantes presentes (035)",81,,,,,,,,81
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",42,1,,,,,,,41
"Ocupantes presentes (038)",135,2,,,,,,,133
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",17,,,,,,,,17
"Ocupantes presentes (041)",49,,,,,,,,49
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",56,7,2,,13,1,,,33
"Ocupantes presentes (047)",194,30,8,,39,4,,,113
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,,,,,,,5
"Ocupantes presentes (050)",30,,,,,,,,30
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1105,113,270,29,48,2,,2,641
"Ocupantes presentes (056)",4607,485,1149,140,206,9,,5,2613
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1104,113,270,29,48,2,,2,640
"Ocupantes presentes (059)",4600,485,1149,140,206,9,,5,2606
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,,,,,1
"Ocupantes presentes (071)",7,,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
