"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia REQUENA (000)",14791,30,136,444,990,2533,7270,3388
"De 12 a 14 años (001)",73,,,,,,9,64
"De 15 a 19 años (002)",1266,,,,,,799,467
"De 20 a 24 años (003)",2257,,,,,3,1563,691
"De 25 a 29 años (004)",2099,,,,,50,1601,448
"De 30 a 34 años (005)",1834,,,,,199,1332,303
"De 35 a 39 años (006)",1732,,,,13,392,1058,269
"De 40 a 44 años (007)",1338,,,,34,502,578,224
"De 45 a 49 años (008)",1116,,,5,92,571,283,165
"De 50 y más años (009)",3076,30,136,439,851,816,47,757
"PEA (010)",5689,3,24,154,459,1249,2497,1303
"De 12 a 14 años (011)",10,,,,,,,10
"De 15 a 19 años (012)",290,,,,,,183,107
"De 20 a 24 años (013)",670,,,,,,427,243
"De 25 a 29 años (014)",751,,,,,26,529,196
"De 30 a 34 años (015)",745,,,,,98,507,140
"De 35 a 39 años (016)",767,,,,5,190,437,135
"De 40 a 44 años (017)",660,,,,23,258,266,113
"De 45 a 49 años (018)",554,,,4,62,285,125,78
"De 50 y más años (019)",1242,3,24,150,369,392,23,281
"Ocupada (020)",5534,3,24,152,456,1229,2410,1260
"De 12 a 14 años (021)",9,,,,,,,9
"De 15 a 19 años (022)",266,,,,,,167,99
"De 20 a 24 años (023)",636,,,,,,407,229
"De 25 a 29 años (024)",725,,,,,25,510,190
"De 30 a 34 años (025)",723,,,,,95,494,134
"De 35 a 39 años (026)",753,,,,5,186,429,133
"De 40 a 44 años (027)",648,,,,23,254,260,111
"De 45 a 49 años (028)",542,,,4,62,280,120,76
"De 50 y más años (029)",1232,3,24,148,366,389,23,279
"Desocupada (030)",155,,,2,3,20,87,43
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",24,,,,,,16,8
"De 20 a 24 años (033)",34,,,,,,20,14
"De 25 a 29 años (034)",26,,,,,1,19,6
"De 30 a 34 años (035)",22,,,,,3,13,6
"De 35 a 39 años (036)",14,,,,,4,8,2
"De 40 a 44 años (037)",12,,,,,4,6,2
"De 45 a 49 años (038)",12,,,,,5,5,2
"De 50 y más años (039)",10,,,2,3,3,,2
"No PEA (040)",9102,27,112,290,531,1284,4773,2085
"De 12 a 14 años (041)",63,,,,,,9,54
"De 15 a 19 años (042)",976,,,,,,616,360
"De 20 a 24 años (043)",1587,,,,,3,1136,448
"De 25 a 29 años (044)",1348,,,,,24,1072,252
"De 30 a 34 años (045)",1089,,,,,101,825,163
"De 35 a 39 años (046)",965,,,,8,202,621,134
"De 40 a 44 años (047)",678,,,,11,244,312,111
