"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TAHUAMANU (000)",5541,197,3,947,2532,513,696,217,436
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",16,,,1,4,1,5,,5
"Profes., científicos e intelectuales (002)",304,,,,5,14,80,8,197
"Técnicos de nivel medio ytrab.asimilados (003)",425,5,,6,57,86,145,60,66
"Jefes y empleados de oficina (004)",192,,,1,64,27,47,17,36
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",451,21,,72,230,43,52,21,12
"Agricult.trabaj. calif.agrop. y pesquros (006)",962,104,,347,329,74,65,21,22
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",471,2,,53,294,28,65,17,12
"Obreros. construc., conf., papel, fab., instr (008)",1042,1,,98,633,128,104,41,37
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",1561,56,3,351,873,106,102,29,41
"Otra (010)",50,,,,7,3,30,3,7
"Ocupación no especificada (011)",67,8,,18,36,3,1,,1
"Hombres (012)",4335,110,2,722,2084,407,505,172,333
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",13,,,,4,1,4,,4
"Profes., científicos e intelectuales (014)",196,,,,2,13,36,3,142
"Técnicos de nivel medio ytrab.asimilados (015)",330,2,,4,36,76,105,55,52
"Jefes y empleados de oficina (016)",109,,,,38,13,23,10,25
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",161,3,,19,88,13,19,12,7
"Agricult.trabaj. calif.agrop. y pesquros (018)",867,75,,326,311,68,54,12,21
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",456,2,,49,285,27,65,17,11
"Obreros. construc., conf., papel, fab., instr (020)",996,1,,91,615,119,96,40,34
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1143,27,2,229,689,72,73,21,30
"Otra (022)",49,,,,7,3,30,2,7
"Ocupación no especificada (023)",15,,,4,9,2,,,
"Mujeres (024)",1206,87,1,225,448,106,191,45,103
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",3,,,1,,,1,,1
"Profes., científicos e intelectuales (026)",108,,,,3,1,44,5,55
"Técnicos de nivel medio ytrab.asimilados (027)",95,3,,2,21,10,40,5,14
"Jefes y empleados de oficina (028)",83,,,1,26,14,24,7,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",290,18,,53,142,30,33,9,5
"Agricult.trabaj. calif.agrop. y pesquros (030)",95,29,,21,18,6,11,9,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",15,,,4,9,1,,,1
"Obreros. construc., conf., papel, fab., instr (032)",46,,,7,18,9,8,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",418,29,1,122,184,34,29,8,11
"Otra (034)",1,,,,,,,1,
"Ocupación no especificada (035)",52,8,,14,27,1,1,,1
,,,,,,,,,
"URBANA (036)",3848,69,2,464,1824,391,546,177,375
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",13,,,,3,1,4,,5
"Profes., científicos e intelectuales (038)",256,,,,4,11,66,6,169
