"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAJAMARCA (000)",84836,492,1665,4242,8961,16172,28937,24367
"De 12 a 14 años (001)",119,,,,,,11,108
"De 15 a 19 años (002)",2444,,,,,,1386,1058
"De 20 a 24 años (003)",10369,,,,,38,5685,4646
"De 25 a 29 años (004)",12036,,,,,713,6987,4336
"De 30 a 34 años (005)",11151,,,,2,1930,6130,3089
"De 35 a 39 años (006)",10164,,,,132,3070,4773,2189
"De 40 a 44 años (007)",8362,,,2,613,3438,2579,1730
"De 45 a 49 años (008)",7037,,,34,1329,3228,1149,1297
"De 50 y más años (009)",23154,492,1665,4206,6885,3755,237,5914
"PEA (010)",24764,21,151,714,2415,5411,7704,8348
"De 12 a 14 años (011)",16,,,,,,1,15
"De 15 a 19 años (012)",385,,,,,,210,175
"De 20 a 24 años (013)",2645,,,,,14,1158,1473
"De 25 a 29 años (014)",3838,,,,,254,1736,1848
"De 30 a 34 años (015)",3851,,,,1,682,1799,1369
"De 35 a 39 años (016)",3749,,,,59,1091,1615,984
"De 40 a 44 años (017)",3154,,,2,276,1317,821,738
"De 45 a 49 años (018)",2612,,,20,524,1179,309,580
"De 50 y más años (019)",4514,21,151,692,1555,874,55,1166
"Ocupada (020)",23877,21,142,698,2387,5286,7402,7941
"De 12 a 14 años (021)",13,,,,,,,13
"De 15 a 19 años (022)",349,,,,,,192,157
"De 20 a 24 años (023)",2470,,,,,14,1092,1364
"De 25 a 29 años (024)",3650,,,,,249,1661,1740
"De 30 a 34 años (025)",3699,,,,1,664,1723,1311
"De 35 a 39 años (026)",3639,,,,59,1061,1574,945
"De 40 a 44 años (027)",3070,,,2,269,1285,806,708
"De 45 a 49 años (028)",2550,,,20,512,1152,300,566
"De 50 y más años (029)",4437,21,142,676,1546,861,54,1137
"Desocupada (030)",887,,9,16,28,125,302,407
"De 12 a 14 años (031)",3,,,,,,1,2
"De 15 a 19 años (032)",36,,,,,,18,18
"De 20 a 24 años (033)",175,,,,,,66,109
"De 25 a 29 años (034)",188,,,,,5,75,108
"De 30 a 34 años (035)",152,,,,,18,76,58
"De 35 a 39 años (036)",110,,,,,30,41,39
"De 40 a 44 años (037)",84,,,,7,32,15,30
"De 45 a 49 años (038)",62,,,,12,27,9,14
"De 50 y más años (039)",77,,9,16,9,13,1,29
"No PEA (040)",60072,471,1514,3528,6546,10761,21233,16019
"De 12 a 14 años (041)",103,,,,,,10,93
"De 15 a 19 años (042)",2059,,,,,,1176,883
"De 20 a 24 años (043)",7724,,,,,24,4527,3173
"De 25 a 29 años (044)",8198,,,,,459,5251,2488
