"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YUNGAY (000)",16646,316,5335,5527,3991,1477
"Empleado (001)",1816,4,499,914,376,23
"Obrero (002)",2613,30,1068,839,542,134
"Trabajador independiente (003)",9385,34,2328,3163,2685,1175
"Empleador o patrono (004)",230,,32,86,76,36
"Trabajador familiar no remunerado (005)",2348,244,1274,463,274,93
"Trabajador del hogar (006)",254,4,134,62,38,16
"Hombres (008)",12837,223,4161,4153,3126,1174
"Empleado (009)",1009,1,245,502,248,13
"Obrero (010)",2345,27,960,748,490,120
"Trabajador independiente (011)",7777,28,1975,2596,2211,967
"Empleador o patrono (012)",181,,25,64,63,29
"Trabajador familiar no remunerado (013)",1516,166,953,240,113,44
"Trabajador del hogar (014)",9,1,3,3,1,1
"Mujeres (016)",3809,93,1174,1374,865,303
"Empleado (017)",807,3,254,412,128,10
"Obrero (018)",268,3,108,91,52,14
"Trabajador independiente (019)",1608,6,353,567,474,208
"Empleador o patrono (020)",49,,7,22,13,7
"Trabajador familiar no remunerado (021)",832,78,321,223,161,49
"Trabajador del hogar (022)",245,3,131,59,37,15
,,,,,,
"URBANA (024)",5065,68,1451,1867,1273,406
"Empleado (025)",1347,4,358,662,304,19
"Obrero (026)",777,8,323,263,143,40
"Trabajador independiente (027)",2240,16,515,741,679,289
"Empleador o patrono (028)",127,,15,52,40,20
"Trabajador familiar no remunerado (029)",414,37,154,115,82,26
"Trabajador del hogar (030)",160,3,86,34,25,12
"Hombres (032)",3132,47,934,1077,802,272
"Empleado (033)",717,1,181,333,192,10
"Obrero (034)",672,7,285,221,125,34
"Trabajador independiente (035)",1459,14,357,450,434,204
"Empleador o patrono (036)",86,,9,33,27,17
"Trabajador familiar no remunerado (037)",193,25,99,39,23,7
"Trabajador del hogar (038)",5,,3,1,1,
"Mujeres (040)",1933,21,517,790,471,134
"Empleado (041)",630,3,177,329,112,9
"Obrero (042)",105,1,38,42,18,6
"Trabajador independiente (043)",781,2,158,291,245,85
"Empleador o patrono (044)",41,,6,19,13,3
"Trabajador familiar no remunerado (045)",221,12,55,76,59,19
"Trabajador del hogar (046)",155,3,83,33,24,12
,,,,,,
"RURAL (048)",11581,248,3884,3660,2718,1071
"Empleado (049)",469,,141,252,72,4
"Obrero (050)",1836,22,745,576,399,94
"Trabajador independiente (051)",7145,18,1813,2422,2006,886
"Empleador o patrono (052)",103,,17,34,36,16
"Trabajador familiar no remunerado (053)",1934,207,1120,348,192,67
"Trabajador del hogar (054)",94,1,48,28,13,4
"Hombres (056)",9705,176,3227,3076,2324,902
"Empleado (057)",292,,64,169,56,3
"Obrero (058)",1673,20,675,527,365,86
"Trabajador independiente (059)",6318,14,1618,2146,1777,763
"Empleador o patrono (060)",95,,16,31,36,12
"Trabajador familiar no remunerado (061)",1323,141,854,201,90,37
"Trabajador del hogar (062)",4,1,,2,,1
"Mujeres (064)",1876,72,657,584,394,169
"Empleado (065)",177,,77,83,16,1
"Obrero (066)",163,2,70,49,34,8
"Trabajador independiente (067)",827,4,195,276,229,123
"Empleador o patrono (068)",8,,1,3,,4
"Trabajador familiar no remunerado (069)",611,66,266,147,102,30
"Trabajador del hogar (070)",90,,48,26,13,3
