"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PARURO (000)",10652,39797,33295,,546,83.7,1.4
"De 12 a 14 años (001)",1246,9,9,,,100,
"De 15 a 19 años (002)",1076,211,204,46,96.7,21.8,
"De 20 a 24 años (003)",847,1041,992,117,95.3,11.2,
"De 25 a 29 años (004)",830,1936,1834,124,94.7,6.4,
"De 30 a 34 años (005)",883,3075,2865,105,93.2,3.4,
"De 35 a 39 años (006)",922,4206,3817,95,90.8,2.3,
"De 40 a 44 años (007)",969,5275,4565,49,86.5,0.9,
"De 45 a 49 años (008)",713,4419,3763,10,85.2,0.2,
"De 50 y más años (009)",3166,19625,15246,,77.7,,
"PEA (010)",2311,9129,7884,132,86.4,1.4,
"De 12 a 14 años (011)",54,2,2,,100,,
"De 15 a 19 años (012)",143,42,42,10,100,23.8,
"De 20 a 24 años (013)",213,237,227,26,95.8,11,
"De 25 a 29 años (014)",229,436,412,26,94.5,6,
"De 30 a 34 años (015)",253,777,721,27,92.8,3.5,
"De 35 a 39 años (016)",257,1032,973,25,94.3,2.4,
"De 40 a 44 años (017)",268,1370,1215,16,88.7,1.2,
"De 45 a 49 años (018)",188,1092,961,2,88,0.2,
"De 50 y más años (019)",706,4141,3331,,80.4,,
"Ocupada (020)",2273,9051,7811,127,86.3,1.4,
"De 12 a 14 años (021)",54,2,2,,100,,
"De 15 a 19 años (022)",130,41,41,10,100,24.4,
"De 20 a 24 años (023)",208,231,221,24,95.7,10.4,
"De 25 a 29 años (024)",223,422,398,25,94.3,5.9,
"De 30 a 34 años (025)",247,758,703,26,92.7,3.4,
"De 35 a 39 años (026)",256,1029,970,24,94.3,2.3,
"De 40 a 44 años (027)",267,1368,1213,16,88.7,1.2,
"De 45 a 49 años (028)",188,1092,961,2,88,0.2,
"De 50 y más años (029)",700,4108,3302,,80.4,,
"Desocupada (030)",38,78,73,5,93.6,6.4,
"De 15 a 19 años (032)",13,1,1,,100,,
"De 20 a 24 años (033)",5,6,6,2,100,33.3,
"De 25 a 29 años (034)",6,14,14,1,100,7.1,
"De 30 a 34 años (035)",6,19,18,1,94.7,5.3,
"De 35 a 39 años (036)",1,3,3,1,100,33.3,
"De 40 a 44 años (037)",1,2,2,,100,,
"De 50 y más años (039)",6,33,29,,87.9,,
