"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAJATAMBO (000)",2864,2167,191,165,341
"Hombres (001)",2085,1568,146,111,260
"Mujeres (002)",779,599,45,54,81
"De 06 a 14 años (003)",64,59,5,,
"Hombres (004)",37,33,4,,
"Mujeres (005)",27,26,1,,
"De 15 a 29 años (006)",700,509,55,27,109
"Hombres (007)",516,374,44,17,81
"Mujeres (008)",184,135,11,10,28
"De 30 a 44 años (009)",988,667,83,88,150
"Hombres (010)",705,480,58,57,110
"Mujeres (011)",283,187,25,31,40
"De 45 a 64 años (012)",780,618,38,48,76
"Hombres (013)",578,446,33,36,63
"Mujeres (014)",202,172,5,12,13
"De 65 y más años (015)",332,314,10,2,6
"Hombres (016)",249,235,7,1,6
"Mujeres (017)",83,79,3,1,
,,,,,
"URBANA (018)",1734,1269,128,148,189
"Hombres (019)",1142,824,101,101,116
"Mujeres (020)",592,445,27,47,73
"De 06 a 14 años (021)",45,42,3,,
"Hombres (022)",25,23,2,,
"Mujeres (023)",20,19,1,,
"De 15 a 29 años (024)",405,283,44,24,54
"Hombres (025)",271,194,36,14,27
"Mujeres (026)",134,89,8,10,27
"De 30 a 44 años (027)",620,398,55,76,91
"Hombres (028)",403,255,41,51,56
"Mujeres (029)",217,143,14,25,35
"De 45 a 64 años (030)",471,363,22,46,40
"Hombres (031)",313,229,20,35,29
"Mujeres (032)",158,134,2,11,11
"De 65 y más años (033)",193,183,4,2,4
"Hombres (034)",130,123,2,1,4
"Mujeres (035)",63,60,2,1,
,,,,,
"RURAL (036)",1130,898,63,17,152
"Hombres (037)",943,744,45,10,144
"Mujeres (038)",187,154,18,7,8
"De 06 a 14 años (039)",19,17,2,,
"Hombres (040)",12,10,2,,
"Mujeres (041)",7,7,,,
"De 15 a 29 años (042)",295,226,11,3,55
"Hombres (043)",245,180,8,3,54
"Mujeres (044)",50,46,3,,1
"De 30 a 44 años (045)",368,269,28,12,59
"Hombres (046)",302,225,17,6,54
"Mujeres (047)",66,44,11,6,5
"De 45 a 64 años (048)",309,255,16,2,36
"Hombres (049)",265,217,13,1,34
"Mujeres (050)",44,38,3,1,2
"De 65 y más años (051)",139,131,6,,2
"Hombres (052)",119,112,5,,2
"Mujeres (053)",20,19,1,,
