"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia AZANGARO (000)",38,34,4
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",7,7,
"Casa pensión (003)",3,3,
"Hospital, clinica (004)",3,3,
"Cárcel, centro de readaptación social (005)",1,1,
"Asilo (006)",1,1,
"Aldea infantil, orfelinato, etc (007)",1,,1
"Otro (008)",12,12,
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",10,7,3
