"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARAL (000)",65436,14666,20212,23709,1813,3210,1826
"Sin nivel (001)",2665,114,1357,874,68,184,68
"Educación inicial (002)",68,7,28,24,,7,2
"Primaria (003)",15310,888,6101,6339,567,905,510
"Secundaria (004)",30450,5113,10476,11511,766,1589,995
"Superior no univ. incompleta (005)",3871,1288,806,1418,91,166,102
"Superior no univ. completa (006)",4726,2227,711,1447,117,152,72
"Superior univ. incompleta (007)",2911,1366,362,935,77,120,51
"Superior univ. completa (008)",5435,3663,371,1161,127,87,26
"Hombres (010)",43115,8069,16014,16115,1423,1428,66
"Sin nivel (011)",1180,48,677,375,36,42,2
"Educación inicial (012)",36,3,14,18,,1,
"Primaria (013)",9997,552,4508,4150,458,314,15
"Secundaria (014)",22259,3355,8972,8415,621,854,42
"Superior no univ. incompleta (015)",2429,698,651,939,70,69,2
"Superior no univ. completa (016)",2487,973,574,813,79,47,1
"Superior univ. incompleta (017)",1767,693,305,640,62,64,3
"Superior univ. completa (018)",2960,1747,313,765,97,37,1
"Mujeres (020)",22321,6597,4198,7594,390,1782,1760
"Sin nivel (021)",1485,66,680,499,32,142,66
"Educación inicial (022)",32,4,14,6,,6,2
"Primaria (023)",5313,336,1593,2189,109,591,495
"Secundaria (024)",8191,1758,1504,3096,145,735,953
"Superior no univ. incompleta (025)",1442,590,155,479,21,97,100
"Superior no univ. completa (026)",2239,1254,137,634,38,105,71
"Superior univ. incompleta (027)",1144,673,57,295,15,56,48
"Superior univ. completa (028)",2475,1916,58,396,30,50,25
,,,,,,,
"URBANA (030)",53933,13576,14352,20786,1222,2407,1590
"Sin nivel (031)",1585,94,654,634,35,116,52
"Educación inicial (032)",52,6,20,21,,4,1
"Primaria (033)",11668,800,4102,5353,317,653,443
"Secundaria (034)",25596,4729,7910,10305,535,1231,886
"Superior no univ. incompleta (035)",3394,1199,605,1296,75,133,86
"Superior no univ. completa (036)",4128,2047,539,1284,87,114,57
"Superior univ. incompleta (037)",2556,1260,256,843,66,88,43
"Superior univ. completa (038)",4954,3441,266,1050,107,68,22
"Hombres (040)",34723,7409,11564,13844,897,956,53
"Sin nivel (041)",598,38,286,233,15,25,1
"Educación inicial (042)",28,2,10,15,,1,
"Primaria (043)",7362,486,3051,3381,230,204,10
"Secundaria (044)",18338,3064,6826,7410,411,590,37
"Superior no univ. incompleta (045)",2115,650,506,854,56,47,2
"Superior no univ. completa (046)",2126,895,447,703,56,25,
"Superior univ. incompleta (047)",1518,637,218,569,51,41,2
"Superior univ. completa (048)",2638,1637,220,679,78,23,1
"Mujeres (050)",19210,6167,2788,6942,325,1451,1537
"Sin nivel (051)",987,56,368,401,20,91,51
"Educación inicial (052)",24,4,10,6,,3,1
"Primaria (053)",4306,314,1051,1972,87,449,433
"Secundaria (054)",7258,1665,1084,2895,124,641,849
"Superior no univ. incompleta (055)",1279,549,99,442,19,86,84
"Superior no univ. completa (056)",2002,1152,92,581,31,89,57
"Superior univ. incompleta (057)",1038,623,38,274,15,47,41
"Superior univ. completa (058)",2316,1804,46,371,29,45,21
,,,,,,,
"RURAL (060)",11503,1090,5860,2923,591,803,236
"Sin nivel (061)",1080,20,703,240,33,68,16
"Educación inicial (062)",16,1,8,3,,3,1
"Primaria (063)",3642,88,1999,986,250,252,67
"Secundaria (064)",4854,384,2566,1206,231,358,109
"Superior no univ. incompleta (065)",477,89,201,122,16,33,16
"Superior no univ. completa (066)",598,180,172,163,30,38,15
"Superior univ. incompleta (067)",355,106,106,92,11,32,8
"Superior univ. completa (068)",481,222,105,111,20,19,4
"Hombres (070)",8392,660,4450,2271,526,472,13
"Sin nivel (071)",582,10,391,142,21,17,1
"Educación inicial (072)",8,1,4,3,,,
"Primaria (073)",2635,66,1457,769,228,110,5
"Secundaria (074)",3921,291,2146,1005,210,264,5
"Superior no univ. incompleta (075)",314,48,145,85,14,22,
"Superior no univ. completa (076)",361,78,127,110,23,22,1
"Superior univ. incompleta (077)",249,56,87,71,11,23,1
"Superior univ. completa (078)",322,110,93,86,19,14,
"Mujeres (080)",3111,430,1410,652,65,331,223
"Sin nivel (081)",498,10,312,98,12,51,15
"Educación inicial (082)",8,,4,,,3,1
"Primaria (083)",1007,22,542,217,22,142,62
"Secundaria (084)",933,93,420,201,21,94,104
"Superior no univ. incompleta (085)",163,41,56,37,2,11,16
"Superior no univ. completa (086)",237,102,45,53,7,16,14
"Superior univ. incompleta (087)",106,50,19,21,,9,7
"Superior univ. completa (088)",159,112,12,25,1,5,4
