"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia UCAYALI (000)",30818,26444,4374
"Hombres (001)",16705,14509,2196
"Mujeres (002)",14113,11935,2178
"De 18 a 29 años (003)",11480,9152,2328
"Hombres (004)",5861,4655,1206
"Mujeres (005)",5619,4497,1122
"De 30 a 44 años (006)",10337,9492,845
"Hombres (007)",5610,5172,438
"Mujeres (008)",4727,4320,407
"De 45 a 64 años (009)",6778,6076,702
"Hombres (010)",3938,3602,336
"Mujeres (011)",2840,2474,366
"De 65 y más años (012)",2223,1724,499
"Hombres (013)",1296,1080,216
"Mujeres (014)",927,644,283
,,,
"URBANA (015)",17611,15995,1616
"Hombres (016)",9382,8559,823
"Mujeres (017)",8229,7436,793
"De 18 a 29 años (018)",6439,5559,880
"Hombres (019)",3235,2766,469
"Mujeres (020)",3204,2793,411
"De 30 a 44 años (021)",5900,5614,286
"Hombres (022)",3119,2962,157
"Mujeres (023)",2781,2652,129
"De 45 a 64 años (024)",3917,3680,237
"Hombres (025)",2256,2145,111
"Mujeres (026)",1661,1535,126
"De 65 y más años (027)",1355,1142,213
"Hombres (028)",772,686,86
"Mujeres (029)",583,456,127
,,,
"RURAL (030)",13207,10449,2758
"Hombres (031)",7323,5950,1373
"Mujeres (032)",5884,4499,1385
"De 18 a 29 años (033)",5041,3593,1448
"Hombres (034)",2626,1889,737
"Mujeres (035)",2415,1704,711
"De 30 a 44 años (036)",4437,3878,559
"Hombres (037)",2491,2210,281
"Mujeres (038)",1946,1668,278
"De 45 a 64 años (039)",2861,2396,465
"Hombres (040)",1682,1457,225
"Mujeres (041)",1179,939,240
"De 65 y más años (042)",868,582,286
"Hombres (043)",524,394,130
"Mujeres (044)",344,188,156
