"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANDARAVE (000)",7574,1979,633,172,4791
"Hombres (001)",3988,929,408,123,2529
"Mujeres (002)",3586,1050,225,49,2262
"PEA (003)",4270,622,486,133,3030
"Hombres (004)",2720,342,352,111,1916
"Mujeres (005)",1550,280,134,22,1114
"Ocupada (006)",4063,600,475,131,2858
"Hombres (007)",2550,328,342,111,1770
"Mujeres (008)",1513,272,133,20,1088
"Desocupada (009)",207,22,11,2,172
"Hombres (010)",170,14,10,,146
"Mujeres (011)",37,8,1,2,26
"No PEA (012)",3304,1357,147,39,1761
"Hombres (013)",1268,587,56,12,613
"Mujeres (014)",2036,770,91,27,1148
,,,,,
"URBANA (018)",4929,1343,430,124,3033
"Hombres (019)",2546,630,267,84,1566
"Mujeres (020)",2383,713,163,40,1467
"PEA (021)",2805,425,320,99,1962
"Hombres (022)",1760,236,223,80,1222
"Mujeres (023)",1045,189,97,19,740
"Ocupada (024)",2639,409,309,97,1825
"Hombres (025)",1628,226,213,80,1110
"Mujeres (026)",1011,183,96,17,715
"Desocupada (027)",166,16,11,2,137
"Hombres (028)",132,10,10,,112
"Mujeres (029)",34,6,1,2,25
"No PEA (030)",2124,918,110,25,1071
"Hombres (031)",786,394,44,4,344
"Mujeres (032)",1338,524,66,21,727
,,,,,
"RURAL (036)",2645,636,203,48,1758
"Hombres (037)",1442,299,141,39,963
"Mujeres (038)",1203,337,62,9,795
"PEA (039)",1465,197,166,34,1068
"Hombres (040)",960,106,129,31,694
"Mujeres (041)",505,91,37,3,374
"Ocupada (042)",1424,191,166,34,1033
"Hombres (043)",922,102,129,31,660
"Mujeres (044)",502,89,37,3,373
"Desocupada (045)",41,6,,,35
"Hombres (046)",38,4,,,34
"Mujeres (047)",3,2,,,1
"No PEA (048)",1180,439,37,14,690
"Hombres (049)",482,193,12,8,269
"Mujeres (050)",698,246,25,6,421
