"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUAURA",,,,,,
"Viviendas particulares (001)",46882,44541,1901,364,66,10
"Ocupantes presentes (002)",194738,174227,15127,4185,1000,199
"Casa independiente",,,,,,
"Viviendas particulares (004)",42731,40546,1781,335,61,8
"Ocupantes presentes (005)",179767,160605,14241,3824,933,164
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",1102,1048,43,8,1,2
"Ocupantes presentes (008)",3742,3302,296,96,13,35
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",1038,1003,27,8,,
"Ocupantes presentes (011)",3876,3567,210,99,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",750,717,26,6,1,
"Ocupantes presentes (014)",2869,2562,211,77,19,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",494,493,1,,,
"Ocupantes presentes (017)",1611,1603,8,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",675,644,21,7,3,
"Ocupantes presentes (020)",2605,2332,149,89,35,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",88,86,2,,,
"Ocupantes presentes (023)",262,250,12,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",4,4,,,,
"Ocupantes presentes (026)",6,6,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",39726,37474,1823,353,66,10
"Ocupantes presentes (029)",168150,148384,14516,4051,1000,199
"Casa independiente",,,,,,
"Viviendas particulares (031)",36081,33984,1704,324,61,8
"Ocupantes presentes (032)",154831,136406,13638,3690,933,164
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",1102,1048,43,8,1,2
"Ocupantes presentes (035)",3742,3302,296,96,13,35
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",1038,1003,27,8,,
"Ocupantes presentes (038)",3876,3567,210,99,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",750,717,26,6,1,
"Ocupantes presentes (041)",2869,2562,211,77,19,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",675,644,21,7,3,
"Ocupantes presentes (047)",2605,2332,149,89,35,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",76,74,2,,,
"Ocupantes presentes (050)",221,209,12,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",4,4,,,,
"Ocupantes presentes (053)",6,6,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",7156,7067,78,11,,
"Ocupantes presentes (056)",26588,25843,611,134,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",6650,6562,77,11,,
"Ocupantes presentes (059)",24936,24199,603,134,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",494,493,1,,,
"Ocupantes presentes (071)",1611,1603,8,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",12,12,,,,
"Ocupantes presentes (077)",41,41,,,,
"Otro tipo",,,,,,
