"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONTUMAZA (000)",912,284,628
"De 14 a 29 años (001)",469,203,266
"De 30 a 44 años (002)",253,74,179
"De 45 a 64 años (003)",145,7,138
"De 65 y más años (004)",45,,45
"Hombres (005)",762,210,552
"De 14 a 29 años (006)",363,143,220
"De 30 a 44 años (007)",220,60,160
"De 45 a 64 años (008)",136,7,129
"De 65 y más años (009)",43,,43
"Mujeres (010)",150,74,76
"De 14 a 29 años (011)",106,60,46
"De 30 a 44 años (012)",33,14,19
"De 45 a 64 años (013)",9,,9
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",371,79,292
"De 14 a 29 años (016)",195,63,132
"De 30 a 44 años (017)",107,16,91
"De 45 a 64 años (018)",53,,53
"De 65 y más años (019)",16,,16
"Hombres (020)",276,43,233
"De 14 a 29 años (021)",132,34,98
"De 30 a 44 años (022)",83,9,74
"De 45 a 64 años (023)",46,,46
"De 65 y más años (024)",15,,15
"Mujeres (025)",95,36,59
"De 14 a 29 años (026)",63,29,34
"De 30 a 44 años (027)",24,7,17
"De 45 a 64 años (028)",7,,7
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",541,205,336
"De 14 a 29 años (031)",274,140,134
"De 30 a 44 años (032)",146,58,88
"De 45 a 64 años (033)",92,7,85
"De 65 y más años (034)",29,,29
"Hombres (035)",486,167,319
"De 14 a 29 años (036)",231,109,122
"De 30 a 44 años (037)",137,51,86
"De 45 a 64 años (038)",90,7,83
"De 65 y más años (039)",28,,28
"Mujeres (040)",55,38,17
"De 14 a 29 años (041)",43,31,12
"De 30 a 44 años (042)",9,7,2
"De 45 a 64 años (043)",2,,2
"De 65 y más años (044)",1,,1
