"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia NAZCA (000)",22019,20570,5662,3555,3522,2545,2740,1378,695,473,1449,50258
"De 12 a 14 años (001)",1910,1895,1885,9,1,,,,,,15,11
"De 15 a 19 años (002)",2776,2694,2399,261,26,6,2,,,,82,339
"De 20 a 24 años (003)",2366,1915,724,854,278,43,13,3,,,451,1612
"De 25 a 29 años (004)",2317,1924,188,839,619,198,74,5,1,,393,3022
"De 30 a 34 años (005)",2372,2174,112,609,787,428,206,25,5,2,198,4560
"De 35 a 39 años (006)",2068,1983,77,308,625,497,370,92,9,5,85,5351
"De 40 a 44 años (007)",1864,1797,66,237,436,402,467,150,33,6,67,5639
"De 45 a 49 años (008)",1479,1438,49,128,283,337,392,177,52,20,41,5216
"De 50 y más años (009)",4867,4750,162,310,467,634,1216,926,595,440,117,24508
"PEA (010)",7964,7219,1216,1554,1488,1077,1132,461,194,97,745,18371
"De 12 a 14 años (011)",86,86,84,2,,,,,,,,2
"De 15 a 19 años (012)",505,492,427,57,5,2,1,,,,13,77
"De 20 a 24 años (013)",893,687,331,262,73,14,5,2,,,206,483
"De 25 a 29 años (014)",1046,810,121,388,211,60,28,2,,,236,1121
"De 30 a 34 años (015)",1108,976,70,307,319,179,85,13,3,,132,1950
"De 35 a 39 años (016)",1059,1008,50,184,319,239,172,40,2,2,51,2567
"De 40 a 44 años (017)",1011,970,39,157,224,212,242,79,15,2,41,2945
"De 45 a 49 años (018)",738,713,29,69,157,145,195,84,26,8,25,2517
"De 50 y más años (019)",1518,1477,65,128,180,226,404,241,148,85,41,6709
"Ocupada (020)",7633,6946,1134,1481,1449,1041,1110,448,189,94,687,17856
"De 12 a 14 años (021)",80,80,78,2,,,,,,,,2
